id,sameAs,sameAsNote
ocd-division/country:fr/region:ao/department:mo/ed:2,ocd-division/country:fr/ed:ao_mo_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:ao/department:mo/ed:3,ocd-division/country:fr/ed:ao_mo_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:ao/department:mo/ed:4,ocd-division/country:fr/ed:ao_mo_4,National Assembly districts hang off of country level
ocd-division/country:fr/region:ao/department:mo/ed:5,ocd-division/country:fr/ed:ao_mo_5,National Assembly districts hang off of country level
ocd-division/country:fr/region:ao/department:mo/ed:6,ocd-division/country:fr/ed:ao_mo_6,National Assembly districts hang off of country level
ocd-division/country:fr/region:ao/department:mo/ed:7,ocd-division/country:fr/ed:ao_mo_7,National Assembly districts hang off of country level
ocd-division/country:fr/region:ao/department:mo/ed:8,ocd-division/country:fr/ed:ao_mo_8,National Assembly districts hang off of country level
ocd-division/country:fr/region:ao/department:mo/ed:9,ocd-division/country:fr/ed:ao_mo_9,National Assembly districts hang off of country level
ocd-division/country:fr/region:ao/department:mr/ed:1,ocd-division/country:fr/ed:ao_mr_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:ao/department:mr/ed:2,ocd-division/country:fr/ed:ao_mr_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:ao/department:mr/ed:3,ocd-division/country:fr/ed:ao_mr_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:ao/department:mr/ed:4,ocd-division/country:fr/ed:ao_mr_4,National Assembly districts hang off of country level
ocd-division/country:fr/region:ao/department:mr/ed:5,ocd-division/country:fr/ed:ao_mr_5,National Assembly districts hang off of country level
ocd-division/country:fr/region:ao/department:ms/ed:1,ocd-division/country:fr/ed:ao_ms_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:ao/department:ms/ed:2,ocd-division/country:fr/ed:ao_ms_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:ao/department:vg/ed:1,ocd-division/country:fr/ed:ao_vg_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:ao/department:vg/ed:2,ocd-division/country:fr/ed:ao_vg_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:ao/department:vg/ed:3,ocd-division/country:fr/ed:ao_vg_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:ao/department:vg/ed:4,ocd-division/country:fr/ed:ao_vg_4,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:ah/ed:1,ocd-division/country:fr/ed:ar_ah_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:ah/ed:2,ocd-division/country:fr/ed:ar_ah_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:ah/ed:3,ocd-division/country:fr/ed:ar_ah_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:ai/ed:1,ocd-division/country:fr/ed:ar_ai_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:ai/ed:2,ocd-division/country:fr/ed:ar_ai_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:ai/ed:3,ocd-division/country:fr/ed:ar_ai_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:ai/ed:4,ocd-division/country:fr/ed:ar_ai_4,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:ai/ed:5,ocd-division/country:fr/ed:ar_ai_5,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:al/ed:1,ocd-division/country:fr/ed:ar_al_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:al/ed:2,ocd-division/country:fr/ed:ar_al_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:al/ed:3,ocd-division/country:fr/ed:ar_al_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:cl/ed:1,ocd-division/country:fr/ed:ar_cl_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:cl/ed:2,ocd-division/country:fr/ed:ar_cl_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:dm/ed:1,ocd-division/country:fr/ed:ar_dm_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:dm/ed:2,ocd-division/country:fr/ed:ar_dm_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:dm/ed:3,ocd-division/country:fr/ed:ar_dm_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:dm/ed:4,ocd-division/country:fr/ed:ar_dm_4,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:hl/ed:1,ocd-division/country:fr/ed:ar_hl_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:hl/ed:2,ocd-division/country:fr/ed:ar_hl_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:hs/ed:1,ocd-division/country:fr/ed:ar_hs_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:hs/ed:2,ocd-division/country:fr/ed:ar_hs_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:hs/ed:3,ocd-division/country:fr/ed:ar_hs_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:hs/ed:4,ocd-division/country:fr/ed:ar_hs_4,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:hs/ed:5,ocd-division/country:fr/ed:ar_hs_5,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:hs/ed:6,ocd-division/country:fr/ed:ar_hs_6,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:is/ed:1,ocd-division/country:fr/ed:ar_is_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:is/ed:10,ocd-division/country:fr/ed:ar_is_10,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:is/ed:2,ocd-division/country:fr/ed:ar_is_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:is/ed:3,ocd-division/country:fr/ed:ar_is_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:is/ed:4,ocd-division/country:fr/ed:ar_is_4,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:is/ed:5,ocd-division/country:fr/ed:ar_is_5,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:is/ed:6,ocd-division/country:fr/ed:ar_is_6,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:is/ed:7,ocd-division/country:fr/ed:ar_is_7,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:is/ed:8,ocd-division/country:fr/ed:ar_is_8,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:is/ed:9,ocd-division/country:fr/ed:ar_is_9,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:lr/ed:1,ocd-division/country:fr/ed:ar_lr_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:lr/ed:2,ocd-division/country:fr/ed:ar_lr_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:lr/ed:3,ocd-division/country:fr/ed:ar_lr_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:lr/ed:4,ocd-division/country:fr/ed:ar_lr_4,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:lr/ed:5,ocd-division/country:fr/ed:ar_lr_5,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:lr/ed:6,ocd-division/country:fr/ed:ar_lr_6,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:pd/ed:1,ocd-division/country:fr/ed:ar_pd_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:pd/ed:2,ocd-division/country:fr/ed:ar_pd_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:pd/ed:3,ocd-division/country:fr/ed:ar_pd_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:pd/ed:4,ocd-division/country:fr/ed:ar_pd_4,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:pd/ed:5,ocd-division/country:fr/ed:ar_pd_5,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:rh/ed:1,ocd-division/country:fr/ed:ar_rh_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:rh/ed:10,ocd-division/country:fr/ed:ar_rh_10,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:rh/ed:11,ocd-division/country:fr/ed:ar_rh_11,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:rh/ed:12,ocd-division/country:fr/ed:ar_rh_12,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:rh/ed:13,ocd-division/country:fr/ed:ar_rh_13,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:rh/ed:14,ocd-division/country:fr/ed:ar_rh_14,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:rh/ed:2,ocd-division/country:fr/ed:ar_rh_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:rh/ed:3,ocd-division/country:fr/ed:ar_rh_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:rh/ed:4,ocd-division/country:fr/ed:ar_rh_4,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:rh/ed:5,ocd-division/country:fr/ed:ar_rh_5,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:rh/ed:6,ocd-division/country:fr/ed:ar_rh_6,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:rh/ed:7,ocd-division/country:fr/ed:ar_rh_7,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:rh/ed:8,ocd-division/country:fr/ed:ar_rh_8,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:rh/ed:9,ocd-division/country:fr/ed:ar_rh_9,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:sv/ed:1,ocd-division/country:fr/ed:ar_sv_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:sv/ed:2,ocd-division/country:fr/ed:ar_sv_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:sv/ed:3,ocd-division/country:fr/ed:ar_sv_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:ar/department:sv/ed:4,ocd-division/country:fr/ed:ar_sv_4,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:co/ed:1,ocd-division/country:fr/ed:bf_co_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:co/ed:2,ocd-division/country:fr/ed:bf_co_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:co/ed:3,ocd-division/country:fr/ed:bf_co_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:co/ed:4,ocd-division/country:fr/ed:bf_co_4,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:co/ed:5,ocd-division/country:fr/ed:bf_co_5,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:db/ed:1,ocd-division/country:fr/ed:bf_db_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:db/ed:2,ocd-division/country:fr/ed:bf_db_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:db/ed:3,ocd-division/country:fr/ed:bf_db_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:db/ed:4,ocd-division/country:fr/ed:bf_db_4,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:db/ed:5,ocd-division/country:fr/ed:bf_db_5,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:hn/ed:1,ocd-division/country:fr/ed:bf_hn_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:hn/ed:2,ocd-division/country:fr/ed:bf_hn_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:ju/ed:1,ocd-division/country:fr/ed:bf_ju_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:ju/ed:2,ocd-division/country:fr/ed:bf_ju_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:ju/ed:3,ocd-division/country:fr/ed:bf_ju_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:ni/ed:1,ocd-division/country:fr/ed:bf_ni_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:ni/ed:2,ocd-division/country:fr/ed:bf_ni_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:sl/ed:1,ocd-division/country:fr/ed:bf_sl_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:sl/ed:2,ocd-division/country:fr/ed:bf_sl_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:sl/ed:3,ocd-division/country:fr/ed:bf_sl_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:sl/ed:4,ocd-division/country:fr/ed:bf_sl_4,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:sl/ed:5,ocd-division/country:fr/ed:bf_sl_5,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:tb/ed:1,ocd-division/country:fr/ed:bf_tb_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:tb/ed:2,ocd-division/country:fr/ed:bf_tb_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:yo/ed:1,ocd-division/country:fr/ed:bf_yo_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:yo/ed:2,ocd-division/country:fr/ed:bf_yo_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:bf/department:yo/ed:3,ocd-division/country:fr/ed:bf_yo_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:bt/department:ca/ed:1,ocd-division/country:fr/ed:bt_ca_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:bt/department:ca/ed:2,ocd-division/country:fr/ed:bt_ca_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:bt/department:ca/ed:3,ocd-division/country:fr/ed:bt_ca_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:bt/department:ca/ed:4,ocd-division/country:fr/ed:bt_ca_4,National Assembly districts hang off of country level
ocd-division/country:fr/region:bt/department:ca/ed:5,ocd-division/country:fr/ed:bt_ca_5,National Assembly districts hang off of country level
ocd-division/country:fr/region:bt/department:fi/ed:1,ocd-division/country:fr/ed:bt_fi_1,National Assembly districts hang off of country level
ocd-division/country:fr/region:bt/department:fi/ed:2,ocd-division/country:fr/ed:bt_fi_2,National Assembly districts hang off of country level
ocd-division/country:fr/region:bt/department:fi/ed:3,ocd-division/country:fr/ed:bt_fi_3,National Assembly districts hang off of country level
ocd-division/country:fr/region:bt/department:fi/ed:4,ocd-division/country:fr/ed:bt_fi_4,National Assembly districts hang off of country level
ocd-division/country:fr/region:bt/department:fi/ed:5,ocd-division/country:fr/ed:bt_fi_5,National Assembly districts hang off of country level
ocd-division/country:fr/region:bt/department:fi/ed:6,ocd-division/country:fr/ed:bt_fi_6,National Assembly districts hang off of country level
ocd-division/country:fr/region:bt/department:fi/ed:7,ocd-division/country:fr/ed:bt_fi_7,National Assembly districts hang off of country level
ocd-division/country:fr/region:bt/department:fi/ed:8,ocd-division/country:fr/ed:bt_fi_8,National Assembly districts hang off of country level
