id,name,validFrom,validThrough
ocd-division/country:de/ed:duisburg_ii,Duisburg II,,
ocd-division/country:de/ed:oberhausen_-_wesel_iii,Oberhausen – Wesel III,,
ocd-division/country:de/ed:mülheim_-_essen_i,Mülheim – Essen I,,
ocd-division/country:de/ed:essen_ii,Essen II,,
ocd-division/country:de/ed:essen_iii,Essen III,,
ocd-division/country:de/ed:recklinghausen_i,Recklinghausen I,,
ocd-division/country:de/ed:recklinghausen_ii,Recklinghausen II,,
ocd-division/country:de/ed:gelsenkirchen,Gelsenkirchen,,
ocd-division/country:de/ed:steinfurt_i_-_borken_i,Steinfurt I – Borken I,,
ocd-division/country:de/ed:bottrop_-_recklinghausen_iii,Bottrop – Recklinghausen III,,
ocd-division/country:de/ed:borken_ii,Borken II,,
ocd-division/country:de/ed:coesfeld_-_steinfurt_ii,Coesfeld – Steinfurt II,,
ocd-division/country:de/ed:steinfurt_iii,Steinfurt III,,
ocd-division/country:de/ed:münster,Münster,,
ocd-division/country:de/ed:warendorf,Warendorf,,
ocd-division/country:de/ed:gütersloh_i,Gütersloh I,,
ocd-division/country:de/ed:bielefeld_-_gütersloh_ii,Bielefeld – Gütersloh II,,
ocd-division/country:de/ed:herford_-_minden-lübbecke_ii,Herford – Minden-Lübbecke II,,
ocd-division/country:de/ed:minden-lübbecke_i,Minden-Lübbecke I,,
ocd-division/country:de/ed:lippe_i,Lippe I,,
ocd-division/country:de/ed:höxter_-_gütersloh_iii_-_lippe_ii,Höxter – Gütersloh III – Lippe II,,
ocd-division/country:de/ed:paderborn,Paderborn,,
ocd-division/country:de/ed:hagen_-_ennepe-ruhr-kreis_i,Hagen – Ennepe-Ruhr-Kreis I,,
ocd-division/country:de/ed:ennepe-ruhr-kreis_ii,Ennepe-Ruhr-Kreis II,,
ocd-division/country:de/ed:bochum_i,Bochum I,,
ocd-division/country:de/ed:herne_-_bochum_ii,Herne – Bochum II,,
ocd-division/country:de/ed:dortmund_i,Dortmund I,,
ocd-division/country:de/ed:dortmund_ii,Dortmund II,,
ocd-division/country:de/ed:unna_i,Unna I,,
ocd-division/country:de/ed:hamm_-_unna_ii,Hamm – Unna II,,
ocd-division/country:de/ed:soest,Soest,,
ocd-division/country:de/ed:hochsauerlandkreis,Hochsauerlandkreis,,
ocd-division/country:de/ed:siegen-wittgenstein,Siegen-Wittgenstein,,
ocd-division/country:de/ed:olpe_-_märkischer_kreis_i,Olpe – Märkischer Kreis I,,
ocd-division/country:de/ed:märkischer_kreis_ii,Märkischer Kreis II,,
ocd-division/country:de/ed:nordsachsen,Nordsachsen,,
ocd-division/country:de/ed:leipzig_i,Leipzig I,,
ocd-division/country:de/ed:leipzig_ii,Leipzig II,,
ocd-division/country:de/ed:leipzig-land,Leipzig-Land,,
ocd-division/country:de/ed:meißen,Meißen,,
ocd-division/country:de/ed:bautzen_i,Bautzen I,,
ocd-division/country:de/ed:görlitz,Görlitz,,
ocd-division/country:de/ed:sächsische_schweiz-osterzgebirge,Sächsische Schweiz-Osterzgebirge,,
ocd-division/country:de/ed:dresden_i,Dresden I,,
ocd-division/country:de/ed:dresden_ii_-_bautzen_ii,Dresden II – Bautzen II,,
ocd-division/country:de/ed:mittelsachsen,Mittelsachsen,,
ocd-division/country:de/ed:chemnitz,Chemnitz,,
ocd-division/country:de/ed:chemnitzer_umland_-_erzgebirgskreis_ii,Chemnitzer Umland – Erzgebirgskreis II,,
ocd-division/country:de/ed:erzgebirgskreis_i,Erzgebirgskreis I,,
ocd-division/country:de/ed:zwickau,Zwickau,,
ocd-division/country:de/ed:vogtlandkreis,Vogtlandkreis,,
ocd-division/country:de/ed:waldeck,Waldeck,,
ocd-division/country:de/ed:kassel,Kassel,,
ocd-division/country:de/ed:werra-meißner_-_hersfeld-rotenburg,Werra-Meißner – Hersfeld-Rotenburg,,
ocd-division/country:de/ed:schwalm-eder,Schwalm-Eder,,
ocd-division/country:de/ed:marburg,Marburg,,
ocd-division/country:de/ed:lahn-dill,Lahn-Dill,,
ocd-division/country:de/ed:gießen,Gießen,,
ocd-division/country:de/ed:fulda,Fulda,,
ocd-division/country:de/ed:main-kinzig_-_wetterau_ii_-_schotten,Main-Kinzig – Wetterau II – Schotten,,
ocd-division/country:de/ed:hochtaunus,Hochtaunus,,
ocd-division/country:de/ed:wetterau_i,Wetterau I,,
ocd-division/country:de/ed:rheingau-taunus_-_limburg,Rheingau-Taunus – Limburg,,
ocd-division/country:de/ed:wiesbaden,Wiesbaden,,
ocd-division/country:de/ed:hanau,Hanau,,
ocd-division/country:de/ed:main-taunus,Main-Taunus,,
ocd-division/country:de/ed:frankfurt_am_main_i,Frankfurt am Main I,,
ocd-division/country:de/ed:frankfurt_am_main_ii,Frankfurt am Main II,,
ocd-division/country:de/ed:groß-gerau,Groß-Gerau,,
ocd-division/country:de/ed:offenbach,Offenbach,,
ocd-division/country:de/ed:darmstadt,Darmstadt,,
ocd-division/country:de/ed:odenwald,Odenwald,,
ocd-division/country:de/ed:bergstraße,Bergstraße,,
ocd-division/country:de/ed:eichsfeld_-_nordhausen_-_kyffhäuserkreis,Eichsfeld – Nordhausen – Kyffhäuserkreis,,
ocd-division/country:de/ed:eisenach_-_wartburgkreis_-_unstrut-hainich-kreis,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis,,
ocd-division/country:de/ed:jena_-_sömmerda_-_weimarer_land_i,Jena – Sömmerda – Weimarer Land I,,
ocd-division/country:de/ed:gotha_-_ilm-kreis,Gotha – Ilm-Kreis,,
ocd-division/country:de/ed:erfurt_-_weimar_-_weimarer_land_ii,Erfurt – Weimar – Weimarer Land II,,
ocd-division/country:de/ed:gera_-_greiz_-_altenburger_land,Gera – Greiz – Altenburger Land,,
ocd-division/country:de/ed:saalfeld-rudolstadt_-_saale-holzland-kreis_-_saale-orla-kreis,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,,
ocd-division/country:de/ed:suhl_-_schmalkalden-meiningen_-_hildburghausen_-_sonneberg,Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg,,
ocd-division/country:de/ed:neuwied,Neuwied,,
ocd-division/country:de/ed:ahrweiler,Ahrweiler,,
ocd-division/country:de/ed:koblenz,Koblenz,,
ocd-division/country:de/ed:mosel~rhein-hunsrück,Mosel/Rhein-Hunsrück,,
ocd-division/country:de/ed:kreuznach,Kreuznach,,
ocd-division/country:de/ed:bitburg,Bitburg,,
ocd-division/country:de/ed:trier,Trier,,
ocd-division/country:de/ed:montabaur,Montabaur,,
ocd-division/country:de/ed:mainz,Mainz,,
ocd-division/country:de/ed:worms,Worms,,
ocd-division/country:de/ed:ludwigshafen~frankenthal,Ludwigshafen/Frankenthal,,
ocd-division/country:de/ed:neustadt_-_speyer,Neustadt – Speyer,,
ocd-division/country:de/ed:kaiserslautern,Kaiserslautern,,
ocd-division/country:de/ed:pirmasens,Pirmasens,,
ocd-division/country:de/ed:südpfalz,Südpfalz,,
ocd-division/country:de/ed:altötting,Altötting,,
ocd-division/country:de/ed:erding_-_ebersberg,Erding – Ebersberg,,
ocd-division/country:de/ed:freising,Freising,,
ocd-division/country:de/ed:fürstenfeldbruck,Fürstenfeldbruck,,
ocd-division/country:de/ed:ingolstadt,Ingolstadt,,
ocd-division/country:de/ed:münchen-nord,München-Nord,,
ocd-division/country:de/ed:münchen-ost,München-Ost,,
ocd-division/country:de/ed:münchen-süd,München-Süd,,
ocd-division/country:de/ed:münchen-west~mitte,München-West/Mitte,,
ocd-division/country:de/ed:münchen-land,München-Land,,
ocd-division/country:de/ed:rosenheim,Rosenheim,,
ocd-division/country:de/ed:bad_tölz-wolfratshausen_-_miesbach,Bad Tölz-Wolfratshausen – Miesbach,,
ocd-division/country:de/ed:starnberg_-_landsberg_am_lech,Starnberg – Landsberg am Lech,,
ocd-division/country:de/ed:traunstein,Traunstein,,
ocd-division/country:de/ed:weilheim,Weilheim,,
ocd-division/country:de/ed:deggendorf,Deggendorf,,
ocd-division/country:de/ed:landshut,Landshut,,
ocd-division/country:de/ed:passau,Passau,,
ocd-division/country:de/ed:rottal-inn,Rottal-Inn,,
ocd-division/country:de/ed:straubing,Straubing,,
ocd-division/country:de/ed:amberg,Amberg,,
ocd-division/country:de/ed:regensburg,Regensburg,,
ocd-division/country:de/ed:schwandorf,Schwandorf,,
ocd-division/country:de/ed:weiden,Weiden,,
ocd-division/country:de/ed:bamberg,Bamberg,,
ocd-division/country:de/ed:bayreuth,Bayreuth,,
ocd-division/country:de/ed:coburg,Coburg,,
ocd-division/country:de/ed:hof,Hof,,
ocd-division/country:de/ed:kulmbach,Kulmbach,,
ocd-division/country:de/ed:ansbach,Ansbach,,
ocd-division/country:de/ed:erlangen,Erlangen,,
ocd-division/country:de/ed:fürth,Fürth,,
ocd-division/country:de/ed:nürnberg-nord,Nürnberg-Nord,,
ocd-division/country:de/ed:nürnberg-süd,Nürnberg-Süd,,
ocd-division/country:de/ed:roth,Roth,,
ocd-division/country:de/ed:aschaffenburg,Aschaffenburg,,
ocd-division/country:de/ed:bad_kissingen,Bad Kissingen,,
ocd-division/country:de/ed:main-spessart,Main-Spessart,,
ocd-division/country:de/ed:schweinfurt,Schweinfurt,,
ocd-division/country:de/ed:würzburg,Würzburg,,
ocd-division/country:de/ed:augsburg-stadt,Augsburg-Stadt,,
ocd-division/country:de/ed:augsburg-land,Augsburg-Land,,
ocd-division/country:de/ed:donau-ries,Donau-Ries,,
ocd-division/country:de/ed:neu-ulm,Neu-Ulm,,
ocd-division/country:de/ed:memmingen_-_unterallgäu,Memmingen – Unterallgäu,2025-02-23,
ocd-division/country:de/ed:oberallgäu,Oberallgäu,,
ocd-division/country:de/ed:ostallgäu,Ostallgäu,,
ocd-division/country:de/ed:stuttgart_i,Stuttgart I,,
ocd-division/country:de/ed:stuttgart_ii,Stuttgart II,,
ocd-division/country:de/ed:böblingen,Böblingen,,
ocd-division/country:de/ed:esslingen,Esslingen,,
ocd-division/country:de/ed:nürtingen,Nürtingen,,
ocd-division/country:de/ed:göppingen,Göppingen,,
ocd-division/country:de/ed:waiblingen,Waiblingen,,
ocd-division/country:de/ed:ludwigsburg,Ludwigsburg,,
ocd-division/country:de/ed:neckar-zaber,Neckar-Zaber,,
ocd-division/country:de/ed:heilbronn,Heilbronn,,
ocd-division/country:de/ed:schwäbisch_hall_-_hohenlohe,Schwäbisch Hall – Hohenlohe,,
ocd-division/country:de/ed:backnang_-_schwäbisch_gmünd,Backnang – Schwäbisch Gmünd,,
ocd-division/country:de/ed:aalen_-_heidenheim,Aalen – Heidenheim,,
ocd-division/country:de/ed:karlsruhe-stadt,Karlsruhe-Stadt,,
ocd-division/country:de/ed:karlsruhe-land,Karlsruhe-Land,,
ocd-division/country:de/ed:rastatt,Rastatt,,
ocd-division/country:de/ed:heidelberg,Heidelberg,,
ocd-division/country:de/ed:mannheim,Mannheim,,
ocd-division/country:de/ed:odenwald_-_tauber,Odenwald – Tauber,,
ocd-division/country:de/ed:rhein-neckar,Rhein-Neckar,,
ocd-division/country:de/ed:bruchsal_-_schwetzingen,Bruchsal – Schwetzingen,,
ocd-division/country:de/ed:pforzheim,Pforzheim,,
ocd-division/country:de/ed:calw,Calw,,
ocd-division/country:de/ed:freiburg,Freiburg,,
ocd-division/country:de/ed:lörrach_-_müllheim,Lörrach – Müllheim,,
ocd-division/country:de/ed:emmendingen_-_lahr,Emmendingen – Lahr,,
ocd-division/country:de/ed:offenburg,Offenburg,,
ocd-division/country:de/ed:rottweil_-_tuttlingen,Rottweil – Tuttlingen,,
ocd-division/country:de/ed:schwarzwald-baar,Schwarzwald-Baar,,
ocd-division/country:de/ed:konstanz,Konstanz,,
ocd-division/country:de/ed:waldshut,Waldshut,,
ocd-division/country:de/ed:reutlingen,Reutlingen,,
ocd-division/country:de/ed:tübingen,Tübingen,,
ocd-division/country:de/ed:ulm,Ulm,,
ocd-division/country:de/ed:biberach,Biberach,,
ocd-division/country:de/ed:bodensee,Bodensee,,
ocd-division/country:de/ed:ravensburg,Ravensburg,,
ocd-division/country:de/ed:zollernalb_-_sigmaringen,Zollernalb – Sigmaringen,,
ocd-division/country:de/ed:saarbrücken,Saarbrücken,,
ocd-division/country:de/ed:saarlouis,Saarlouis,,
ocd-division/country:de/ed:st._wendel,St. Wendel,,
ocd-division/country:de/ed:homburg,Homburg,,
