id,url
ocd-division/country:ca/csd:1005015,http://www.gillams.net
ocd-division/country:ca/csd:1005018,http://www.cornerbrook.com
ocd-division/country:ca/csd:1006009,http://www.gandercanada.com
ocd-division/country:ca/csd:1006011,http://www.townofappleton.ca
ocd-division/country:ca/csd:1006017,http://townofgrandfallswindsor.com
ocd-division/country:ca/csd:1006019,http://www.bishopsfalls.ca
ocd-division/country:ca/csd:1006022,http://town.botwood.nl.ca
ocd-division/country:ca/csd:1006028,http://www.communityofmillertown.ca
ocd-division/country:ca/csd:1007013,http://www.clarenville.net
ocd-division/country:ca/csd:1007015,http://www.townoftrinity.com
ocd-division/country:ca/csd:1007022,http://www.trinitybaynorth.com
ocd-division/country:ca/csd:1007023,http://www.bonavista.net
ocd-division/country:ca/csd:1007044,http://www.glovertown.net
ocd-division/country:ca/csd:1007047,http://www.townofgambo.com
ocd-division/country:ca/csd:1007050,http://www.townofcwt.com
ocd-division/country:ca/csd:1008011,http://www.townofcarmanville.ca
ocd-division/country:ca/csd:1008044,http://www.lewisportecanada.com
ocd-division/country:ca/csd:1008059,http://southbrook.tripod.com
ocd-division/country:ca/csd:1008061,http://www.townofspringdale.ca
ocd-division/country:ca/csd:1009004,http://www.engleenl.ca
ocd-division/country:ca/csd:1009013,http://www.rockyharbour.ca
ocd-division/country:ca/csd:1009024,http://www.envision.ca/webs/fctowncouncil/
ocd-division/country:ca/csd:1009029,http://www.town.stanthony.nf.ca
ocd-division/country:ca/csd:1010025,http://www.happyvalley-goosebay.com
ocd-division/country:ca/csd:1010032,http://www.labradorwest.com/default.php?ac=changeSite&sid=1
ocd-division/country:ca/csd:1010034,http://www.labradorwest.com/default.php?ac=changeSite&sid=2
ocd-division/country:ca/csd:1011010,http://www.townofrigolet.com
ocd-division/country:ca/csd:1101018,http://www.townofmontaguepei.com
ocd-division/country:ca/csd:1101024,http://georgetown.ca?page=index.htm
ocd-division/country:ca/csd:1101036,http://www.sourispei.com
ocd-division/country:ca/csd:1101044,http://www.stpetersbaypei.com
ocd-division/country:ca/csd:1101048,http://www.morellpei.com
ocd-division/country:ca/csd:1102040,http://www.miltonvalepark.com
ocd-division/country:ca/csd:1102046,http://northrustico.net
ocd-division/country:ca/csd:1102052,http://www.stanhopecovehead.pe.ca
ocd-division/country:ca/csd:1102059,http://www.mountstewartpei.ca
ocd-division/country:ca/csd:1102075,http://www.city.charlottetown.pe.ca
ocd-division/country:ca/csd:1102080,http://www.townofstratford.ca
ocd-division/country:ca/csd:1102085,http://cornwallpe.ca
ocd-division/country:ca/csd:1103005,http://www.borden-carleton.ca
ocd-division/country:ca/csd:1103014,http://kensington.ca
ocd-division/country:ca/csd:1103019,http://www.gov.pe.ca?number=404page&errorCode=8
ocd-division/country:ca/csd:1103025,http://www.city.summerside.pe.ca
ocd-division/country:ca/csd:1103042,http://www.communityofoleary.com
ocd-division/country:ca/csd:1103059,http://www.tignish.com
ocd-division/country:ca/csd:1201001,http://www.barringtonmunicipality.com
ocd-division/country:ca/csd:1201004,http://www.clarksharbour.com
ocd-division/country:ca/csd:1201006,http://www.municipalityofshelburne.ca
ocd-division/country:ca/csd:1201008,http://www.town.shelburne.ns.ca
ocd-division/country:ca/csd:1201009,http://www.lockeport.ns.ca
ocd-division/country:ca/csd:1202001,http://www.munargyle.com
ocd-division/country:ca/csd:1202004,http://www.district.yarmouth.ns.ca
ocd-division/country:ca/csd:1202006,http://townofyarmouth.ca
ocd-division/country:ca/csd:1203001,http://www.clarenovascotia.com
ocd-division/country:ca/csd:1203004,http://www.digbydistrict.ca
ocd-division/country:ca/csd:1203006,http://www.digby.ca
ocd-division/country:ca/csd:1205008,http://www.annapolisroyal.com
ocd-division/country:ca/csd:1205012,http://www.town.bridgetown.ns.ca
ocd-division/country:ca/csd:1205016,http://www.discovermiddleton.ca
ocd-division/country:ca/csd:1206001,http://www.modl.ca
ocd-division/country:ca/csd:1206004,http://www.bridgewater.ca
ocd-division/country:ca/csd:1206006,http://www.explorelunenburg.ca
ocd-division/country:ca/csd:1206008,http://www.mahonebay.com
ocd-division/country:ca/csd:1206009,http://www.chester.ca
ocd-division/country:ca/csd:1207004,http://www.town.berwick.ns.ca
ocd-division/country:ca/csd:1207012,http://kentville.ca
ocd-division/country:ca/csd:1207024,http://www.wolfville.ca
ocd-division/country:ca/csd:1208001,http://www.westhants.ca
ocd-division/country:ca/csd:1208002,http://www.town.windsor.ns.ca
ocd-division/country:ca/csd:1208004,http://www.hantsportnovascotia.com
ocd-division/country:ca/csd:1208008,http://www.easthants.ca
ocd-division/country:ca/csd:1209034,http://www.halifax.ca
ocd-division/country:ca/csd:1210002,http://www.stewiacke.net
ocd-division/country:ca/csd:1210006,http://www.truro.ca
ocd-division/country:ca/csd:1211002,http://www.town.parrsboro.ns.ca
ocd-division/country:ca/csd:1211008,http://www.town.springhill.ns.ca
ocd-division/country:ca/csd:1211011,http://www.amherst.ca
ocd-division/country:ca/csd:1211012,http://www.town.oxford.ns.ca
ocd-division/country:ca/csd:1212004,http://www.townofpictou.ca
ocd-division/country:ca/csd:1212008,http://www.westville.ca
ocd-division/country:ca/csd:1212009,http://www.stellarton.ca
ocd-division/country:ca/csd:1212014,http://www.newglasgow.ca
ocd-division/country:ca/csd:1212016,http://www.town.trenton.ns.ca
ocd-division/country:ca/csd:1213001,http://www.saint-marys.ca
ocd-division/country:ca/csd:1213004,http://www.modg.ca
ocd-division/country:ca/csd:1213008,http://www.townofmulgrave.ca
ocd-division/country:ca/csd:1214002,http://www.townofantigonish.ca
ocd-division/country:ca/csd:1215002,http://www.townofporthawkesbury.ca
ocd-division/country:ca/csd:1217030,http://www.cbrm.ns.ca
ocd-division/country:ca/csd:1301002,http://www.stmartinscanada.com
ocd-division/country:ca/csd:1301006,http://www.cityofsaintjohn.com
ocd-division/country:ca/csd:1302012,http://Www.blacksharbour.ca
ocd-division/country:ca/csd:1302018,http://www.town.stgeorge.nb.ca
ocd-division/country:ca/csd:1302026,http://www.townofstandrews.ca
ocd-division/country:ca/csd:1302037,http://www.town.ststephen.nb.ca
ocd-division/country:ca/csd:1302052,http://www.villageofgrandmanan.com
ocd-division/country:ca/csd:1303006,http://www.frederictonjunction.ca
ocd-division/country:ca/csd:1303012,http://www.oromocto.ca
ocd-division/country:ca/csd:1304005,http://www.villageofgagetown.ca
ocd-division/country:ca/csd:1304022,http://www.villageofminto.ca
ocd-division/country:ca/csd:1304025,http://www.chipmannb.org
ocd-division/country:ca/csd:1305007,http://www.townofhampton.ca
ocd-division/country:ca/csd:1305015,http://www.town.grandbay-westfield.nb.ca
ocd-division/country:ca/csd:1305022,http://www.sussex.ca
ocd-division/country:ca/csd:1305023,http://www.sussexcorner.com
ocd-division/country:ca/csd:1305045,http://www.rothesay.ca
ocd-division/country:ca/csd:1305057,http://www.quispamsis.ca
ocd-division/country:ca/csd:1306003,http://www.riverside-albert.ca
ocd-division/country:ca/csd:1306020,http://www.townofriverview.ca
ocd-division/country:ca/csd:1306025,http://www.villageofhillsborough.ca
ocd-division/country:ca/csd:1307002,http://www.villageofportelgin.com
ocd-division/country:ca/csd:1307007,http://www.cap-pele.com
ocd-division/country:ca/csd:1307009,http://sackville.com
ocd-division/country:ca/csd:1307012,http://www.dorchester.ca
ocd-division/country:ca/csd:1307013,http://www.village.memramcook.com
ocd-division/country:ca/csd:1307022,http://www.moncton.ca
ocd-division/country:ca/csd:1307028,http://www.salisburynb.ca
ocd-division/country:ca/csd:1307029,http://www.petitcodiac.ca
ocd-division/country:ca/csd:1307045,http://www.dieppe.ca
ocd-division/country:ca/csd:1307052,http://www.shediac.org
ocd-division/country:ca/csd:1308005,http://www.bouctouche.org
ocd-division/country:ca/csd:1308007,http://www.village.stantoine.nb.ca
ocd-division/country:ca/csd:1308017,http://www.villageofrexton.com
ocd-division/country:ca/csd:1308018,http://www.richibucto.org
ocd-division/country:ca/csd:1308022,http://www.st-louis-de-kent.ca
ocd-division/country:ca/csd:1309017,http://www.rogersville.info
ocd-division/country:ca/csd:1309022,http://www.doaktown.com
ocd-division/country:ca/csd:1309027,http://www.uppermiramichi.ca
ocd-division/country:ca/csd:1309038,http://www.neguac.com
ocd-division/country:ca/csd:1309050,http://www.miramichi.org
ocd-division/country:ca/csd:1310002,http://www.vonm.ca
ocd-division/country:ca/csd:1310005,http://www.village.harvey-station.nb.ca
ocd-division/country:ca/csd:1310032,http://www.fredericton.ca
ocd-division/country:ca/csd:1310037,http://www.thevillageofstanley.ca
ocd-division/country:ca/csd:1310054,http://www.nackawic.com
ocd-division/country:ca/csd:1311006,http://www.town.woodstock.nb.ca
ocd-division/country:ca/csd:1311012,http://www.town.hartland.nb.ca
ocd-division/country:ca/csd:1311019,http://www.villageofcentreville.ca
ocd-division/country:ca/csd:1311027,http://www.florencevillebristol.ca
ocd-division/country:ca/csd:1312006,http://www.perth-andover.com
ocd-division/country:ca/csd:1313002,http://www.saintandrenb.ca
ocd-division/country:ca/csd:1313006,http://www.saint-leonard.ca
ocd-division/country:ca/csd:1313012,http://www.fortune1000.ca
ocd-division/country:ca/csd:1313027,http://www.ville.edmundston.nb.ca
ocd-division/country:ca/csd:1313037,http://www.lacbaker.ca
ocd-division/country:ca/csd:1313039,http://www.villagedeclair.com
ocd-division/country:ca/csd:1314004,http://villagecharlo.com
ocd-division/country:ca/csd:1314006,http://www.balmoralnb.com
ocd-division/country:ca/csd:1314013,http://www.atholville.net
ocd-division/country:ca/csd:1314014,http://www.campbellton.org
ocd-division/country:ca/csd:1314015,http://www.tidehead.ca
ocd-division/country:ca/csd:1314017,http://www.dalhousienb.com
ocd-division/country:ca/csd:1314022,http://www.saintquentin.nb.ca
ocd-division/country:ca/csd:1314025,http://www.belledune.com
ocd-division/country:ca/csd:1315003,http://www.tracadie-sheila.ca
ocd-division/country:ca/csd:1315011,http://www.bathurst.ca
ocd-division/country:ca/csd:1315013,http://www.pointe-verte.ca
ocd-division/country:ca/csd:1315015,http://beresford.ca
ocd-division/country:ca/csd:1315017,http://www.saint-louis-de-kent.ca
ocd-division/country:ca/csd:1315020,http://www.paquetville.cipanb.ca
ocd-division/country:ca/csd:1315028,http://www.caraquet.ca
ocd-division/country:ca/csd:1315030,http://www.legoulet.ca
ocd-division/country:ca/csd:1315031,http://www.shippagan.ca
ocd-division/country:ca/csd:1315032,http://www.lameque.ca
ocd-division/country:ca/csd:1315040,http://www.maisonnette.ca
ocd-division/country:ca/csd:2401023,http://www.muniles.ca
ocd-division/country:ca/csd:2405020,http://www.municipalitehopetown.ca
ocd-division/country:ca/csd:2405065,http://www.st-alphonsegaspesie.com
ocd-division/country:ca/csd:2407047,http://www.ville.amqui.qc.ca
ocd-division/country:ca/csd:2410025,http://www.st-marcellin.qc.ca
ocd-division/country:ca/csd:2410043,http://www.ville.rimouski.qc.ca
ocd-division/country:ca/csd:2410060,http://municipalite.saint-valerien.qc.ca
ocd-division/country:ca/csd:2412072,http://www.ville.riviere-du-loup.qc.ca
ocd-division/country:ca/csd:2413073,http://temiscouatasurlelac.ca
ocd-division/country:ca/csd:2413090,http://www.sainthonoredetemiscouata.ca
ocd-division/country:ca/csd:2414005,http://www.mont-carmel.ca
ocd-division/country:ca/csd:2414010,http://www.stbrunokam.qc.ca
ocd-division/country:ca/csd:2414018,http://www.villesaintpascal.com
ocd-division/country:ca/csd:2414025,http://www.sainte-helene.net
ocd-division/country:ca/csd:2414030,http://www.stjosephkam.ca
ocd-division/country:ca/csd:2414035,http://www.stalexkamouraska.com
ocd-division/country:ca/csd:2414040,http://www.standredekamouraska.ca
ocd-division/country:ca/csd:2414050,http://www.kamouraska.ca
ocd-division/country:ca/csd:2414055,http://munstdenis.com
ocd-division/country:ca/csd:2414060,http://www.stphilippedeneri.com
ocd-division/country:ca/csd:2414065,http://riviereouelle.ca
ocd-division/country:ca/csd:2414070,http://www.st-pacome.ca
ocd-division/country:ca/csd:2414075,http://www.saintgabriellalemant.qc.ca
ocd-division/country:ca/csd:2414085,http://www.lapocatiere.ca
ocd-division/country:ca/csd:2415065,http://www.baiestecatherine.com
ocd-division/country:ca/csd:2416005,http://www.petiteriviere.com
ocd-division/country:ca/csd:2416013,http://www.baiesaintpaul.com
ocd-division/country:ca/csd:2417055,http://saint-aubert.net
ocd-division/country:ca/csd:2418020,http://www.sainteluciedebeauregard.com
ocd-division/country:ca/csd:2418030,http://www.stpauldemontminy.com
ocd-division/country:ca/csd:2418040,http://www.notredamedurosaire.com
ocd-division/country:ca/csd:2418065,http://www.berthiersurmer.ca
ocd-division/country:ca/csd:2418070,http://www.isle-aux-grues.com
ocd-division/country:ca/csd:2421025,http://www.villedebeaupre.com
ocd-division/country:ca/csd:2422015,http://www.villelacstjoseph.com
ocd-division/country:ca/csd:2422025,http://www.saint-gabriel-de-valcartier.ca
ocd-division/country:ca/csd:2422035,http://www.villestoneham.com
ocd-division/country:ca/csd:2422040,http://www.lacbeauport.com
ocd-division/country:ca/csd:2423027,http://www.ville.quebec.qc.ca
ocd-division/country:ca/csd:2425213,http://www.ville.levis.qc.ca
ocd-division/country:ca/csd:2428060,http://www.st-luc-bellechasse.qc.ca
ocd-division/country:ca/csd:2429073,http://www.saint-georges.ca
ocd-division/country:ca/csd:2430030,http://www.ville.lac-megantic.qc.ca
ocd-division/country:ca/csd:2430040,http://www.munmilan.qc.ca
ocd-division/country:ca/csd:2430050,http://www.stececiledewhitton.qc.ca
ocd-division/country:ca/csd:2430070,http://www.st-robertbellarmin.qc.ca
ocd-division/country:ca/csd:2430095,http://www.lambton.ca
ocd-division/country:ca/csd:2430110,http://www.munstratford.qc.ca
ocd-division/country:ca/csd:2431084,http://www.ville.thetfordmines.qc.ca
ocd-division/country:ca/csd:2432033,http://www.villedeprinceville.qc.ca
ocd-division/country:ca/csd:2432040,http://www.ville.plessisville.qc.ca
ocd-division/country:ca/csd:2434007,http://www.ville.neuville.qc.ca
ocd-division/country:ca/csd:2434090,http://www.saintubalde.com
ocd-division/country:ca/csd:2434135,http://www.riviereapierre.com
ocd-division/country:ca/csd:2438010,http://www.becancour.net
ocd-division/country:ca/csd:2438055,http://www.municipalite.parisville.qc.ca
ocd-division/country:ca/csd:2439062,http://www.ville.victoriaville.qc.ca
ocd-division/country:ca/csd:2439090,http://www.sainte-elizabeth-de-warwick.ca
ocd-division/country:ca/csd:2441075,http://www.cantonhampden.com
ocd-division/country:ca/csd:2443027,http://www.ville.sherbrooke.qc.ca
ocd-division/country:ca/csd:2445050,http://www.northhatley.org
ocd-division/country:ca/csd:2445055,http://cantondehatley.ca
ocd-division/country:ca/csd:2445072,http://www.ville.magog.qc.ca
ocd-division/country:ca/csd:2445080,http://www.st-benoit-du-lac.com
ocd-division/country:ca/csd:2445085,http://www.municipalite.austin.qc.ca
ocd-division/country:ca/csd:2445093,http://www.muneastman.ca
ocd-division/country:ca/csd:2445115,http://www.canton.orford.qc.ca
ocd-division/country:ca/csd:2446010,http://www.village.frelighsburg.qc.ca
ocd-division/country:ca/csd:2446017,http://www.municipalite.saint-armand.qc.ca
ocd-division/country:ca/csd:2446025,http://www.pikeriver.ca
ocd-division/country:ca/csd:2446035,http://www.ville.bedford.qc.ca
ocd-division/country:ca/csd:2446040,http://www.cantondebedford.ca
ocd-division/country:ca/csd:2446050,http://www.ville.dunham.qc.ca
ocd-division/country:ca/csd:2446058,http://www.sutton.ca
ocd-division/country:ca/csd:2446065,http://www.municipalitedeboltonouest.com
ocd-division/country:ca/csd:2446075,http://www.ville.lac-brome.qc.ca
ocd-division/country:ca/csd:2446078,http://www.bromont.com
ocd-division/country:ca/csd:2446080,http://www.cowansville.org
ocd-division/country:ca/csd:2446085,http://www.municipalite.eastfarnham.qc.ca
ocd-division/country:ca/csd:2446090,http://www.brigham.ca
ocd-division/country:ca/csd:2446095,http://www.saint-ignace-de-stanbridge.com
ocd-division/country:ca/csd:2446100,http://notredamedestanbridge.qc.ca
ocd-division/country:ca/csd:2446105,http://www.saintesabine.ca
ocd-division/country:ca/csd:2446112,http://www.ville.farnham.qc.ca
ocd-division/country:ca/csd:2447010,http://www.st-alphonse.qc.ca
ocd-division/country:ca/csd:2447017,http://www.ville.granby.qc.ca
ocd-division/country:ca/csd:2447025,http://www.ville.waterloo.qc.ca
ocd-division/country:ca/csd:2447055,http://www.stececiledemilton.qc.ca
ocd-division/country:ca/csd:2449058,http://www.ville.drummondville.qc.ca
ocd-division/country:ca/csd:2450072,http://www.ville.nicolet.qc.ca
ocd-division/country:ca/csd:2451015,http://www.ville.louiseville.qc.ca
ocd-division/country:ca/csd:2451045,http://www.saint-justin.ca
ocd-division/country:ca/csd:2453052,http://www.ville.sorel-tracy.qc.ca
ocd-division/country:ca/csd:2453065,http://www.sainteannedesorel.ca
ocd-division/country:ca/csd:2454048,http://www.ville.st-hyacinthe.qc.ca
ocd-division/country:ca/csd:2455015,http://www.saintpauldabbotsford.qc.ca
ocd-division/country:ca/csd:2455023,http://www.ville.saint-cesaire.qc.ca
ocd-division/country:ca/csd:2455030,http://www.municipalite.sainte-angele-de-monnoir.qc.ca
ocd-division/country:ca/csd:2455037,http://www.rougemont.ca
ocd-division/country:ca/csd:2455048,http://www.ville.marieville.qc.ca
ocd-division/country:ca/csd:2455057,http://www.ville.richelieu.qc.ca
ocd-division/country:ca/csd:2455065,http://www.st-mathias.org
ocd-division/country:ca/csd:2456015,http://www.ville.noyan.qc.ca
ocd-division/country:ca/csd:2456023,http://www.lacolle.com
ocd-division/country:ca/csd:2456035,http://www.ileauxnoix.com
ocd-division/country:ca/csd:2456083,http://www.ville.saint-jean-sur-richelieu.qc.ca
ocd-division/country:ca/csd:2457005,http://www.ville.chambly.qc.ca
ocd-division/country:ca/csd:2457010,http://www.villedecarignan.org
ocd-division/country:ca/csd:2457020,http://www.ville.saint-basile-le-grand.qc.ca
ocd-division/country:ca/csd:2457025,http://www.mcmasterville.ca
ocd-division/country:ca/csd:2457030,http://www.ville.otterburnpark.qc.ca
ocd-division/country:ca/csd:2457033,http://www.msjb.qc.ca
ocd-division/country:ca/csd:2457035,http://www.ville.mont-saint-hilaire.qc.ca
ocd-division/country:ca/csd:2457040,http://ville.beloeil.qc.ca
ocd-division/country:ca/csd:2457045,http://www.saint-mathieu-de-beloeil.com
ocd-division/country:ca/csd:2457068,http://www.stdenissurrichelieu.ca
ocd-division/country:ca/csd:2458007,http://www.ville.brossard.qc.ca
ocd-division/country:ca/csd:2458012,http://www.ville.saint-lambert.qc.ca
ocd-division/country:ca/csd:2458033,http://www.boucherville.ca
ocd-division/country:ca/csd:2458037,http://www.stbruno.ca
ocd-division/country:ca/csd:2458227,http://www.longueuil.ca
ocd-division/country:ca/csd:2459010,http://www.ville.sainte-julie.qc.ca
ocd-division/country:ca/csd:2459015,http://www.st-amable.qc.ca
ocd-division/country:ca/csd:2459020,http://www.ville.varennes.qc.ca
ocd-division/country:ca/csd:2459025,http://www.ville.vercheres.qc.ca
ocd-division/country:ca/csd:2459030,http://www.calixa-lavallee.ca
ocd-division/country:ca/csd:2459035,http://www.ville.contrecoeur.qc.ca
ocd-division/country:ca/csd:2460005,http://ville.charlemagne.qc.ca
ocd-division/country:ca/csd:2460013,http://www.ville.repentigny.qc.ca
ocd-division/country:ca/csd:2460020,http://www.municipalitesaintsulpice.com
ocd-division/country:ca/csd:2460028,http://www.ville.lassomption.qc.ca
ocd-division/country:ca/csd:2462007,http://www.st-felix-de-valois.com
ocd-division/country:ca/csd:2462060,http://www.st-donat.com
ocd-division/country:ca/csd:2462075,http://www.st-damien.com
ocd-division/country:ca/csd:2464008,http://www.ville.terrebonne.qc.ca
ocd-division/country:ca/csd:2464015,http://ville.mascouche.qc.ca
ocd-division/country:ca/csd:2465005,http://www.ville.laval.qc.ca
ocd-division/country:ca/csd:2466007,http://ville.montreal-est.qc.ca
ocd-division/country:ca/csd:2466023,http://www.ville.montreal.qc.ca
ocd-division/country:ca/csd:2466032,http://www.westmount.org
ocd-division/country:ca/csd:2466058,http://www.cotesaintluc.org
ocd-division/country:ca/csd:2466062,http://www.hampstead.qc.ca
ocd-division/country:ca/csd:2466072,http://www.ville.mont-royal.qc.ca
ocd-division/country:ca/csd:2466087,http://www.ville.dorval.qc.ca
ocd-division/country:ca/csd:2466097,http://www.ville.pointe-claire.qc.ca
ocd-division/country:ca/csd:2466102,http://www.ville.kirkland.qc.ca
ocd-division/country:ca/csd:2466107,http://www.beaconsfield.ca
ocd-division/country:ca/csd:2466112,http://www.baie-durfe.qc.ca
ocd-division/country:ca/csd:2466117,http://www.ville.sainte-anne-de-bellevue.qc.ca
ocd-division/country:ca/csd:2466127,http://www.villagesenneville.qc.ca
ocd-division/country:ca/csd:2466142,http://www.ville.ddo.qc.ca
ocd-division/country:ca/csd:2467010,http://www.municipalite.saint-philippe.qc.ca
ocd-division/country:ca/csd:2467015,http://www.ville.laprairie.qc.ca
ocd-division/country:ca/csd:2467020,http://www.ville.candiac.qc.ca
ocd-division/country:ca/csd:2467025,http://www.ville.delson.qc.ca
ocd-division/country:ca/csd:2467030,http://www.ville.sainte-catherine.qc.ca
ocd-division/country:ca/csd:2467035,http://www.ville.saint-constant.qc.ca
ocd-division/country:ca/csd:2467040,http://www.municipalite.saint-isidore.qc.ca
ocd-division/country:ca/csd:2467045,http://www.ville.mercier.qc.ca
ocd-division/country:ca/csd:2467050,http://www.ville.chateauguay.qc.ca
ocd-division/country:ca/csd:2469005,http://www.mrchsl.com/mrc_territoire_municipalites_havelock
ocd-division/country:ca/csd:2470012,http://www.municipalite.sainte-martine.qc.ca
ocd-division/country:ca/csd:2470022,http://ville.beauharnois.qc.ca
ocd-division/country:ca/csd:2470052,http://www.ville.valleyfield.qc.ca
ocd-division/country:ca/csd:2471050,http://www.ville.lescedres.qc.ca
ocd-division/country:ca/csd:2471055,http://www.pointe-des-cascades.com
ocd-division/country:ca/csd:2471060,http://www.ile-perrot.qc.ca
ocd-division/country:ca/csd:2471065,http://www.ndip.org
ocd-division/country:ca/csd:2471070,http://www.villepincourt.qc.ca
ocd-division/country:ca/csd:2471075,http://www.terrasse-vaudreuil.ca
ocd-division/country:ca/csd:2471083,http://www.ville.vaudreuil-dorion.qc.ca
ocd-division/country:ca/csd:2471090,http://www.vsll.ca
ocd-division/country:ca/csd:2471095,http://www.ilecadieux.ca
ocd-division/country:ca/csd:2471100,http://www.ville.hudson.qc.ca
ocd-division/country:ca/csd:2471105,http://www.ville.saint-lazare.qc.ca
ocd-division/country:ca/csd:2471125,http://www.tressaintredempteur.ca
ocd-division/country:ca/csd:2472005,http://www.ville.saint-eustache.qc.ca
ocd-division/country:ca/csd:2472010,http://www.ville.deux-montagnes.qc.ca
ocd-division/country:ca/csd:2472015,http://www.ville.sainte-marthe-sur-le-lac.qc.ca
ocd-division/country:ca/csd:2472020,http://www.municipalite.pointe-calumet.qc.ca
ocd-division/country:ca/csd:2472025,http://www.sjdl.qc.ca
ocd-division/country:ca/csd:2472032,http://www.municipalite.oka.qc.ca
ocd-division/country:ca/csd:2473005,http://www.ville.boisbriand.qc.ca
ocd-division/country:ca/csd:2473010,http://www.ville.sainte-therese.qc.ca
ocd-division/country:ca/csd:2473015,http://blainville.ca
ocd-division/country:ca/csd:2473020,http://www.ville.rosemere.qc.ca
ocd-division/country:ca/csd:2473025,http://www.ville.lorraine.qc.ca
ocd-division/country:ca/csd:2473030,http://www.ville.bois-des-filion.qc.ca
ocd-division/country:ca/csd:2473035,http://ville.ste-anne-des-plaines.qc.ca
ocd-division/country:ca/csd:2474005,http://ville.mirabel.qc.ca
ocd-division/country:ca/csd:2475005,http://www.st-colomban.qc.ca
ocd-division/country:ca/csd:2475017,http://www.ville.saint-jerome.qc.ca
ocd-division/country:ca/csd:2476008,http://stada.ca
ocd-division/country:ca/csd:2476020,http://www.ville.lachute.qc.ca
ocd-division/country:ca/csd:2476025,http://www.cantondegore.qc.ca
ocd-division/country:ca/csd:2476030,http://www.mille-isles.ca
ocd-division/country:ca/csd:2476035,http://www.wentworth.ca
ocd-division/country:ca/csd:2476043,http://www.brownsburgchatham.ca
ocd-division/country:ca/csd:2476052,http://www.grenvillesurlarouge.ca
ocd-division/country:ca/csd:2476055,http://www.grenville.ca
ocd-division/country:ca/csd:2476065,http://www.harrington.ca
ocd-division/country:ca/csd:2477011,http://villedesterel.com
ocd-division/country:ca/csd:2477055,http://www.lac-des-seize-iles.ca
ocd-division/country:ca/csd:2477060,http://www.wentworth-nord.ca
ocd-division/country:ca/csd:2478102,http://www.villedemont-tremblant.qc.ca
ocd-division/country:ca/csd:2478130,http://www.municipalite.laminerve.qc.ca
ocd-division/country:ca/csd:2479005,http://www.notre-dame-du-laus.ca
ocd-division/country:ca/csd:2479088,http://www.villemontlaurier.qc.ca
ocd-division/country:ca/csd:2480005,http://www.village-fassett.com
ocd-division/country:ca/csd:2480010,http://www.montebello.ca
ocd-division/country:ca/csd:2480015,http://www.ndbonsecours.com
ocd-division/country:ca/csd:2480020,http://www.notredamedelapaix.qc.ca
ocd-division/country:ca/csd:2480027,http://www.ville.st-andre-avellin.qc.ca
ocd-division/country:ca/csd:2480037,http://www.papineauville.ca
ocd-division/country:ca/csd:2480045,http://www.ville.plaisance.qc.ca
ocd-division/country:ca/csd:2480050,http://www.ville.thurso.qc.ca
ocd-division/country:ca/csd:2480078,http://ville.ripon.qc.ca
ocd-division/country:ca/csd:2480090,http://www.montpellier.ca
ocd-division/country:ca/csd:2480095,http://www.lac-simon.net
ocd-division/country:ca/csd:2480103,http://www.ville.cheneville.qc.ca
ocd-division/country:ca/csd:2480110,http://www.namur.ca
ocd-division/country:ca/csd:2480115,http://municipaliteboileau.ca
ocd-division/country:ca/csd:2480125,http://www.st-emile-de-suffolk.com
ocd-division/country:ca/csd:2480130,http://www.lacdesplages.com
