USPS	GEOID	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                        
MA	25131	14th Middlesex District	145644968	5019211	      56.234	       1.938	 42.500376	 -71.373654                                                                                                     
MA	25132	15th Middlesex District	52227647	1111262	      20.165	       0.429	 42.448127	 -71.220952                                                                                                      
MA	25133	16th Middlesex District	26331251	1750007	      10.167	       0.676	 42.644263	 -71.371925                                                                                                      
MA	25134	17th Middlesex District	22811832	762502	       8.808	       0.294	 42.617434	 -71.305190                                                                                                       
MA	25135	18th Middlesex District	10063616	872214	       3.886	       0.337	 42.632814	 -71.334792                                                                                                       
MA	25136	19th Middlesex District	66953817	909015	      25.851	       0.351	 42.584435	 -71.195709                                                                                                       
MA	25137	20th Middlesex District	91147382	4142505	      35.192	       1.599	 42.563937	 -71.065563                                                                                                      
MA	25138	21st Middlesex District	75713968	848904	      29.233	       0.328	 42.502978	 -71.231939                                                                                                       
MA	25139	22nd Middlesex District	66215791	1929713	      25.566	       0.745	 42.559693	 -71.260944                                                                                                      
MA	25140	23rd Middlesex District	14157913	995537	       5.466	       0.384	 42.422730	 -71.155976                                                                                                       
MA	25141	24th Middlesex District	16659117	533248	       6.432	       0.206	 42.398411	 -71.172705                                                                                                       
MA	25142	25th Middlesex District	4488384	139997	       1.733	       0.054	 42.377316	 -71.117597                                                                                                        
MA	25143	26th Middlesex District	6618119	208056	       2.555	       0.080	 42.376567	 -71.086667                                                                                                        
MA	25144	27th Middlesex District	4667836	0	       1.802	       0.000	 42.390187	 -71.108745                                                                                                             
MA	25145	28th Middlesex District	8871165	630370	       3.425	       0.243	 42.405938	 -71.054649                                                                                                        
MA	25146	29th Middlesex District	13071608	1006150	       5.047	       0.388	 42.374397	 -71.158511                                                                                                      
MA	25147	30th Middlesex District	31485418	246846	      12.157	       0.095	 42.500901	 -71.131153                                                                                                       
MA	25148	31st Middlesex District	31203010	2450536	      12.048	       0.946	 42.462884	 -71.121758                                                                                                      
MA	25149	32nd Middlesex District	20607146	1560521	       7.956	       0.603	 42.471593	 -71.066465                                                                                                      
MA	25150	33rd Middlesex District	8621628	54138	       3.329	       0.021	 42.430958	 -71.052906                                                                                                         
MA	25151	34th Middlesex District	7682906	440428	       2.966	       0.170	 42.405692	 -71.106837                                                                                                        
MA	25152	35th Middlesex District	14980875	727530	       5.784	       0.281	 42.428622	 -71.095293                                                                                                       
MA	25153	36th Middlesex District	96889686	5346453	      37.409	       2.064	 42.675462	 -71.361041                                                                                                      
MA	25154	37th Middlesex District	229285134	6907773	      88.527	       2.667	 42.537584	 -71.609732                                                                                                     
MA	25155	18th Worcester District	237372429	15438580	      91.650	       5.961	 42.085097	 -71.778663                                                                                                    
MA	25156	5th Barnstable District	227736931	10900865	      87.930	       4.209	 41.723252	 -70.486391                                                                                                    
MA	25157	1st Norfolk District	30651912	10820464	      11.835	       4.178	 42.244916	 -71.032050                                                                                                        
MA	25158	2nd Norfolk District	14042497	16130798	       5.422	       6.228	 42.265315	 -70.980959                                                                                                        
MA	25159	3rd Norfolk District	34556446	3194234	      13.342	       1.233	 42.136870	 -70.994892                                                                                                         
MA	25160	4th Norfolk District	36312419	10642827	      14.020	       4.109	 42.218860	 -70.930365                                                                                                        
MA	25161	5th Norfolk District	41013284	2137043	      15.835	       0.825	 42.200121	 -71.003061                                                                                                         
MA	25162	6th Norfolk District	76052970	2965432	      29.364	       1.145	 42.162030	 -71.107835                                                                                                         
MA	25163	7th Norfolk District	46507704	1201992	      17.957	       0.464	 42.222861	 -71.090215                                                                                                         
MA	25164	8th Norfolk District	101239963	3647332	      39.089	       1.408	 42.104573	 -71.167894                                                                                                        
MA	25165	9th Norfolk District	161388249	5535842	      62.312	       2.137	 42.083080	 -71.334565                                                                                                        
MA	25166	10th Norfolk District	89507832	1336490	      34.559	       0.516	 42.103383	 -71.414184                                                                                                        
MA	25167	11th Norfolk District	64674079	2554260	      24.971	       0.986	 42.229329	 -71.197686                                                                                                        
MA	25168	12th Norfolk District	50908848	880707	      19.656	       0.340	 42.168278	 -71.222485                                                                                                         
MA	25169	13th Norfolk District	89072643	2277735	      34.391	       0.879	 42.246673	 -71.268121                                                                                                        
MA	25170	14th Norfolk District	81249502	2758793	      31.371	       1.065	 42.338773	 -71.299208                                                                                                        
MA	25171	15th Norfolk District	5513646	7058	       2.129	       0.003	 42.338033	 -71.130231                                                                                                            
MA	25172	1st Plymouth District	212459005	80470536	      82.031	      31.070	 41.885289	 -70.616158                                                                                                      
MA	25173	2nd Plymouth District	280094474	39570103	     108.145	      15.278	 41.826379	 -70.763425                                                                                                      
MA	25174	3rd Plymouth District	91689180	148522910	      35.401	      57.345	 42.271392	 -70.823488                                                                                                      
MA	25175	4th Plymouth District	111459749	24929550	      43.035	       9.625	 42.142149	 -70.724165                                                                                                      
MA	25176	5th Plymouth District	121366273	1252574	      46.860	       0.484	 42.138266	 -70.855689                                                                                                       
MA	25177	6th Plymouth District	150788379	38358281	      58.220	      14.810	 42.057008	 -70.770423                                                                                                      
MA	25178	7th Plymouth District	76413243	1495371	      29.503	       0.577	 42.069682	 -70.944227                                                                                                        
MA	25179	8th Plymouth District	123814770	3608174	      47.805	       1.393	 41.956913	 -71.004783                                                                                                       
MA	25180	9th Plymouth District	13946093	42685	       5.385	       0.016	 42.071471	 -71.019759                                                                                                          
MA	25181	10th Plymouth District	71874385	997262	      27.751	       0.385	 42.033386	 -71.044422                                                                                                        
MA	25182	11th Plymouth District	74786401	1447517	      28.875	       0.559	 42.056200	 -71.089583                                                                                                       
MA	25183	12th Plymouth District	203953846	29341308	      78.747	      11.329	 41.965175	 -70.785664                                                                                                     
MA	25184	1st Suffolk District	12187681	8203214	       4.706	       3.167	 42.361129	 -71.006975                                                                                                         
MA	25185	2nd Suffolk District	8023209	1904913	       3.098	       0.735	 42.387987	 -71.047690                                                                                                          
MA	25186	3rd Suffolk District	3709638	783764	       1.432	       0.303	 42.355413	 -71.058626                                                                                                           
MA	25187	4th Suffolk District	12463855	92512662	       4.812	      35.719	 42.329361	 -70.927986                                                                                                        
MA	25188	5th Suffolk District	4850561	0	       1.873	       0.000	 42.312665	 -71.070263                                                                                                                
MA	25189	6th Suffolk District	7904706	9047	       3.052	       0.003	 42.286541	 -71.094709                                                                                                             
MA	25190	7th Suffolk District	4566142	23802	       1.763	       0.009	 42.330693	 -71.090885                                                                                                            
MA	25191	8th Suffolk District	4762641	1664217	       1.839	       0.643	 42.359642	 -71.085433                                                                                                          
MA	25192	9th Suffolk District	4172397	238842	       1.611	       0.092	 42.340531	 -71.079844                                                                                                           
MA	25193	10th Suffolk District	23232771	392874	       8.970	       0.152	 42.296580	 -71.156255                                                                                                         
MA	25194	11th Suffolk District	8763036	46155	       3.383	       0.018	 42.305522	 -71.104328                                                                                                           
MA	25195	12th Suffolk District	10056185	282513	       3.883	       0.109	 42.269940	 -71.085553                                                                                                         
MA	25196	13th Suffolk District	8344608	1608373	       3.222	       0.621	 42.295906	 -71.051329                                                                                                         
MA	25197	14th Suffolk District	13690497	282280	       5.286	       0.109	 42.265908	 -71.133361                                                                                                         
MA	25198	15th Suffolk District	8672558	337515	       3.348	       0.130	 42.319531	 -71.118324                                                                                                          
MA	25199	16th Suffolk District	16809929	10580409	       6.490	       4.085	 42.428873	 -70.992677                                                                                                       
MA	25200	17th Suffolk District	4078972	0	       1.575	       0.000	 42.349834	 -71.144372                                                                                                               
MA	25201	18th Suffolk District	8073011	784838	       3.117	       0.303	 42.361878	 -71.121451                                                                                                          
MA	25202	19th Suffolk District	10156566	18587802	       3.921	       7.177	 42.386632	 -70.972617                                                                                                       
MA	25203	1st Worcester District	401469299	12999581	     155.008	       5.019	 42.409431	 -71.892830                                                                                                     
MA	25204	2nd Worcester District	313946360	13156210	     121.215	       5.080	 42.635639	 -71.979511                                                                                                     
MA	25205	3rd Worcester District	80653253	793091	      31.140	       0.306	 42.592606	 -71.810823                                                                                                        
MA	25206	4th Worcester District	74629556	2233725	      28.815	       0.862	 42.520838	 -71.770876                                                                                                       
MA	25207	5th Worcester District	686623799	20086139	     265.107	       7.755	 42.334940	 -72.101757                                                                                                     
MA	25208	6th Worcester District	209369631	9423754	      80.838	       3.639	 42.102165	 -71.980921                                                                                                      
MA	25209	7th Worcester District	144437837	5419092	      55.768	       2.092	 42.171895	 -71.853995                                                                                                      
MA	25210	8th Worcester District	165544714	4149291	      63.917	       1.602	 42.057002	 -71.572361                                                                                                      
MA	25211	9th Worcester District	159664887	3947560	      61.647	       1.524	 42.175684	 -71.655003                                                                                                      
MA	25212	10th Worcester District	106981023	1745604	      41.306	       0.674	 42.124927	 -71.529147                                                                                                     
MA	25213	11th Worcester District	77452092	3975661	      29.904	       1.535	 42.273417	 -71.691601                                                                                                      
MA	25214	12th Worcester District	222183441	18136759	      85.786	       7.003	 42.412565	 -71.691804                                                                                                    
MA	25215	13th Worcester District	26963166	636618	      10.411	       0.246	 42.287188	 -71.837543                                                                                                       
MA	25216	14th Worcester District	55272266	3279398	      21.341	       1.266	 42.344192	 -71.784541                                                                                                      
MA	25217	15th Worcester District	13998250	410592	       5.405	       0.159	 42.259950	 -71.774955                                                                                                       
MA	25218	16th Worcester District	19163893	133971	       7.399	       0.052	 42.235562	 -71.785400                                                                                                       
MA	25219	17th Worcester District	75143588	4279839	      29.013	       1.652	 42.233556	 -71.901463                                                                                                      
MA	25ZZZ	State House Districts not defined	1201	4177023783	       0.000	    1612.758	 41.274586	 -70.197418                                                                                             
MI	26001	State House District 1	37363434	45575439	      14.426	      17.597	 42.451122	 -82.870289                                                                                                      
MI	26002	State House District 2	50263110	31884178	      19.407	      12.311	 42.384625	 -82.920079                                                                                                      
MI	26003	State House District 3	44510205	20627	      17.185	       0.008	 42.432274	 -83.058165                                                                                                         
MI	26004	State House District 4	52266218	26408	      20.180	       0.010	 42.384358	 -83.054837                                                                                                         
MI	26005	State House District 5	40373992	194300	      15.588	       0.075	 42.344130	 -83.130826                                                                                                        
MI	26006	State House District 6	60267471	14170021	      23.269	       5.471	 42.317396	 -83.070212                                                                                                      
MI	26007	State House District 7	37268179	0	      14.389	       0.000	 42.410366	 -83.142270                                                                                                             
MI	26008	State House District 8	41094452	5168	      15.867	       0.002	 42.405649	 -83.233424                                                                                                          
MI	26009	State House District 9	42372076	84538	      16.360	       0.033	 42.362077	 -83.212434                                                                                                         
MI	26010	State House District 10	45044731	8889	      17.392	       0.003	 42.412491	 -83.298240                                                                                                         
MI	26011	State House District 11	53701479	23856	      20.734	       0.009	 42.323333	 -83.316902                                                                                                        
MI	26012	State House District 12	169214595	1149902	      65.334	       0.444	 42.221210	 -83.345136                                                                                                     
MI	26013	State House District 13	52126389	134003	      20.126	       0.052	 42.252850	 -83.227978                                                                                                       
MI	26014	State House District 14	47337682	4824041	      18.277	       1.863	 42.222251	 -83.176610                                                                                                      
MI	26015	State House District 15	60839478	640454	      23.490	       0.247	 42.311856	 -83.213963                                                                                                       
MI	26016	State House District 16	62918688	41019	      24.293	       0.016	 42.307607	 -83.385802                                                                                                        
MI	26017	State House District 17	612047690	21389607	     236.313	       8.259	 42.042792	 -83.413792                                                                                                    
MI	26018	State House District 18	43829755	8135514	      16.923	       3.141	 42.485430	 -82.904970                                                                                                      
MI	26019	State House District 19	89875632	412892	      34.701	       0.159	 42.398167	 -83.374324                                                                                                       
MI	26020	State House District 20	112607408	1304709	      43.478	       0.504	 42.380082	 -83.484201                                                                                                     
MI	26021	State House District 21	147592383	5491075	      56.986	       2.120	 42.257209	 -83.495319                                                                                                     
MI	26022	State House District 22	49938359	78908	      19.281	       0.030	 42.496378	 -82.961146                                                                                                        
MI	26023	State House District 23	218041067	50033320	      84.186	      19.318	 42.124587	 -83.257747                                                                                                    
MI	26024	State House District 24	81883840	24378842	      31.616	       9.413	 42.571136	 -82.810889                                                                                                     
MI	26025	State House District 25	53947273	513920	      20.829	       0.198	 42.570665	 -83.000357                                                                                                       
MI	26026	State House District 26	48875962	2761	      18.871	       0.001	 42.508679	 -83.134891                                                                                                         
MI	26027	State House District 27	44192474	9241	      17.063	       0.004	 42.470521	 -83.154201                                                                                                         
MI	26028	State House District 28	59884704	187532	      23.122	       0.072	 42.490973	 -83.046529                                                                                                       
MI	26029	State House District 29	103666024	6204777	      40.026	       2.396	 42.651169	 -83.280911                                                                                                     
MI	26030	State House District 30	76173247	859626	      29.411	       0.332	 42.605334	 -83.043731                                                                                                       
MI	26031	State House District 31	62232208	827586	      24.028	       0.320	 42.564469	 -82.917181                                                                                                       
MI	26032	State House District 32	704145735	28331110	     271.872	      10.939	 42.862754	 -82.699976                                                                                                    
MI	26033	State House District 33	476111510	1583452	     183.828	       0.611	 42.784398	 -82.872026                                                                                                     
MI	26034	State House District 34	64620054	1449768	      24.950	       0.560	 43.032682	 -83.685374                                                                                                      
MI	26035	State House District 35	92773174	54880	      35.820	       0.021	 42.486463	 -83.259587                                                                                                        
MI	26036	State House District 36	253822166	6179793	      98.001	       2.386	 42.765613	 -83.047011                                                                                                     
MI	26037	State House District 37	93083426	72556	      35.940	       0.028	 42.485648	 -83.375961                                                                                                        
MI	26038	State House District 38	176706794	5217236	      68.227	       2.014	 42.480142	 -83.550556                                                                                                     
MI	26039	State House District 39	134363933	15019504	      51.878	       5.799	 42.567530	 -83.469997                                                                                                    
MI	26040	State House District 40	119438844	6676761	      46.116	       2.578	 42.569264	 -83.284944                                                                                                     
MI	26041	State House District 41	92391312	434400	      35.672	       0.168	 42.578314	 -83.145517                                                                                                       
MI	26042	State House District 42	443381943	31231435	     171.191	      12.059	 42.504647	 -83.818990                                                                                                    
MI	26043	State House District 43	157263295	15875258	      60.720	       6.129	 42.714642	 -83.388979                                                                                                    
MI	26044	State House District 44	369035501	24254692	     142.485	       9.365	 42.655117	 -83.555502                                                                                                    
MI	26045	State House District 45	107324988	233979	      41.438	       0.090	 42.676673	 -83.157515                                                                                                      
MI	26046	State House District 46	438336321	17104409	     169.243	       6.604	 42.808754	 -83.253111                                                                                                    
MI	26047	State House District 47	1020619085	20956864	     394.063	       8.091	 42.644077	 -83.948888                                                                                                   
MI	26048	State House District 48	624200202	10136616	     241.005	       3.914	 43.129887	 -83.631902                                                                                                    
MI	26049	State House District 49	186785391	1498589	      72.118	       0.579	 43.042847	 -83.764272                                                                                                     
MI	26050	State House District 50	247857911	1476386	      95.698	       0.570	 42.935158	 -83.672095                                                                                                     
MI	26051	State House District 51	796085478	29580757	     307.370	      11.421	 42.801775	 -83.574221                                                                                                    
MI	26052	State House District 52	1274576253	33064284	     492.117	      12.766	 42.274083	 -83.908743                                                                                                   
MI	26053	State House District 53	50977826	1029070	      19.683	       0.397	 42.263065	 -83.730899                                                                                                      
MI	26054	State House District 54	179930720	6041334	      69.472	       2.333	 42.257656	 -83.599333                                                                                                     
MI	26055	State House District 55	322957247	2480473	     124.694	       0.958	 42.185905	 -83.682073                                                                                                     
MI	26056	State House District 56	931078074	25007065	     359.491	       9.655	 41.880585	 -83.607233                                                                                                    
MI	26057	State House District 57	1858850258	21416723	     717.706	       8.269	 41.887804	 -84.065471                                                                                                   
MI	26058	State House District 58	2860647165	57445890	    1104.502	      22.180	 41.901657	 -84.805100                                                                                                   
MI	26059	State House District 59	2286955987	87735200	     882.999	      33.875	 41.919299	 -85.704819                                                                                                   
MI	26060	State House District 60	91394793	1405499	      35.288	       0.543	 42.284955	 -85.591136                                                                                                      
MI	26061	State House District 61	446962007	19223082	     172.573	       7.422	 42.182830	 -85.662381                                                                                                    
MI	26062	State House District 62	730728534	16320714	     282.136	       6.301	 42.341139	 -84.970004                                                                                                    
MI	26063	State House District 63	1824483431	41383174	     704.437	      15.978	 42.204702	 -85.184126                                                                                                   
MI	26064	State House District 64	733011564	16444077	     283.017	       6.349	 42.201024	 -84.540517                                                                                                    
MI	26065	State House District 65	1440870169	51298037	     556.323	      19.806	 42.303265	 -84.408628                                                                                                   
MI	26066	State House District 66	1763606349	1250802174	     680.932	     482.937	 42.285992	 -86.268503                                                                                                 
MI	26067	State House District 67	1086875175	6311502	     419.645	       2.437	 42.554619	 -84.369570                                                                                                    
MI	26068	State House District 68	79077255	1564834	      30.532	       0.604	 42.721347	 -84.560830                                                                                                      
MI	26069	State House District 69	274391538	4017949	     105.943	       1.551	 42.737090	 -84.326931                                                                                                     
MI	26070	State House District 70	2199800669	42633147	     849.348	      16.461	 43.323455	 -85.071521                                                                                                   
MI	26071	State House District 71	1215607404	9110658	     469.349	       3.518	 42.614894	 -84.871231                                                                                                    
MI	26072	State House District 72	422746056	4444017	     163.223	       1.716	 42.742877	 -85.626487                                                                                                     
MI	26073	State House District 73	586040232	29520574	     226.271	      11.398	 43.141190	 -85.479831                                                                                                    
MI	26074	State House District 74	556292126	10424284	     214.786	       4.025	 43.147253	 -85.689596                                                                                                    
MI	26075	State House District 75	43584662	937928	      16.828	       0.362	 42.958608	 -85.670595                                                                                                       
MI	26076	State House District 76	71398856	1314092	      27.567	       0.507	 42.992693	 -85.613925                                                                                                      
MI	26077	State House District 77	157306796	797311	      60.736	       0.308	 42.843956	 -85.719127                                                                                                      
MI	26078	State House District 78	1254620890	31923641	     484.412	      12.326	 41.880800	 -86.361486                                                                                                   
MI	26079	State House District 79	494659285	16501218	     190.989	       6.371	 42.098265	 -86.389152                                                                                                    
MI	26080	State House District 80	1861203520	40560420	     718.615	      15.660	 42.576956	 -85.924302                                                                                                   
MI	26081	State House District 81	1144500413	141803234	     441.894	      54.751	 42.998353	 -82.859052                                                                                                  
MI	26082	State House District 82	1665397257	51362519	     643.014	      19.831	 43.088633	 -83.224325                                                                                                   
MI	26083	State House District 83	2595571741	1636023870	    1002.156	     631.672	 43.435802	 -82.640784                                                                                                 
MI	26084	State House District 84	4244557828	3656753914	    1638.833	    1411.881	 43.784350	 -83.030618                                                                                                 
MI	26085	State House District 85	2190991173	33147095	     845.946	      12.798	 43.074257	 -84.176052                                                                                                   
MI	26086	State House District 86	989804125	29152994	     382.166	      11.256	 42.955463	 -85.322566                                                                                                    
MI	26087	State House District 87	2554717913	76983805	     986.382	      29.724	 42.734387	 -85.206482                                                                                                   
MI	26088	State House District 88	549761029	9118378	     212.264	       3.521	 43.038257	 -85.884470                                                                                                     
MI	26089	State House District 89	618682319	25368041	     238.875	       9.795	 42.957553	 -86.107123                                                                                                    
MI	26090	State House District 90	290930317	3451901	     112.329	       1.333	 42.812906	 -85.958170                                                                                                     
MI	26091	State House District 91	1021930566	41647150	     394.570	      16.080	 43.288379	 -86.120909                                                                                                   
MI	26092	State House District 92	271110262	31619369	     104.676	      12.208	 43.292537	 -86.293883                                                                                                    
MI	26093	State House District 93	2566480323	26580689	     990.924	      10.263	 43.079775	 -84.592408                                                                                                   
MI	26094	State House District 94	848384400	10796171	     327.563	       4.168	 43.298803	 -83.810691                                                                                                    
MI	26095	State House District 95	407331992	23737670	     157.272	       9.165	 43.406689	 -83.935368                                                                                                    
MI	26096	State House District 96	504590179	118688173	     194.823	      45.826	 43.609094	 -83.877034                                                                                                   
MI	26097	State House District 97	4532923028	896859824	    1750.171	     346.280	 44.008433	 -84.448636                                                                                                  
MI	26098	State House District 98	1119124837	51794166	     432.097	      19.998	 43.732824	 -84.181564                                                                                                   
MI	26099	State House District 99	2342156200	24125460	     904.312	       9.315	 43.648114	 -84.698143                                                                                                   
MI	26100	State House District 100	4901927499	2199608735	    1892.645	     849.274	 43.690822	 -86.167901                                                                                                
MI	26101	State House District 101	4413589638	10905580299	    1704.097	    4210.668	 44.659235	 -86.251127                                                                                               
MI	26102	State House District 102	3536830355	76888919	    1365.578	      29.687	 43.998512	 -85.449169                                                                                                  
MI	26103	State House District 103	7158711393	255805507	    2763.994	      98.767	 44.464447	 -84.709763                                                                                                 
MI	26104	State House District 104	1202611911	354786289	     464.331	     136.984	 44.718688	 -85.553848                                                                                                 
MI	26105	State House District 105	6525235663	2935102026	    2519.408	    1133.249	 45.161284	 -84.843704                                                                                                
MI	26106	State House District 106	7749418453	14382321664	    2992.067	    5553.046	 44.911912	 -83.328704                                                                                               
MI	26107	State House District 107	8352557488	6882533874	    3224.941	    2657.361	 46.083584	 -84.733591                                                                                                
MI	26108	State House District 108	7709295154	2926714687	    2976.576	    1130.011	 45.746502	 -87.268576                                                                                                
MI	26109	State House District 109	11794597297	15333143572	    4553.920	    5920.160	 46.558005	 -86.679977                                                                                              
MI	26110	State House District 110	16230622358	23184780295	    6266.679	    8951.694	 47.147888	 -88.752483                                                                                              
MI	26ZZZ	State House Districts not defined	0	15458345581	       0.000	    5968.501	 43.106562	 -86.618479                                                                                               
MN	2701A	State House District 01A	12057772527	128951999	    4655.532	      49.789	 48.592302	 -96.280587                                                                                                
MN	2701B	State House District 01B	7536988533	72026474	    2910.048	      27.810	 47.839771	 -96.277393                                                                                                  
MN	2702A	State House District 02A	12561737134	2673480433	    4850.114	    1032.237	 48.167090	 -95.010943                                                                                               
MN	2702B	State House District 02B	6772365676	448313372	    2614.825	     173.095	 47.063359	 -95.531549                                                                                                 
MN	2703A	State House District 03A	24523153248	8099096603	    9468.443	    3127.079	 47.895514	 -91.970695                                                                                               
MN	2703B	State House District 03B	819229210	232714058	     316.306	      89.851	 46.899573	 -92.002726                                                                                                  
MN	2704A	State House District 04A	126680730	0	      48.912	       0.000	 46.907561	 -96.734507                                                                                                          
MN	2704B	State House District 04B	5096471216	108063722	    1967.759	      41.724	 47.071582	 -96.433305                                                                                                 
MN	2705A	State House District 05A	4732608152	1178608430	    1827.270	     455.063	 47.408706	 -94.147081                                                                                                
MN	2705B	State House District 05B	3746145097	433741524	    1446.395	     167.469	 47.100362	 -93.858015                                                                                                 
MN	2706A	State House District 06A	5984778538	219277963	    2310.736	      84.664	 47.465597	 -93.105527                                                                                                 
MN	2706B	State House District 06B	4414386219	174738980	    1704.404	      67.467	 47.329747	 -92.376479                                                                                                 
MN	2707A	State House District 07A	50998267	280024301	      19.691	     108.118	 46.838252	 -92.003048                                                                                                   
MN	2707B	State House District 07B	89208158	33032505	      34.443	      12.754	 46.736023	 -92.160950                                                                                                    
MN	2708A	State House District 08A	2621171777	437666030	    1012.040	     168.984	 46.434575	 -95.956735                                                                                                 
MN	2708B	State House District 08B	2882106010	294006855	    1112.787	     113.517	 46.256781	 -95.414355                                                                                                 
MN	2709A	State House District 09A	4556304476	139774828	    1759.199	      53.967	 46.347017	 -94.821125                                                                                                 
MN	2709B	State House District 09B	3153944834	97794512	    1217.745	      37.759	 46.007599	 -94.356735                                                                                                  
MN	2710A	State House District 10A	613460160	203467449	     236.858	      78.559	 46.538398	 -94.218322                                                                                                  
MN	2710B	State House District 10B	6692266741	653980839	    2583.899	     252.503	 46.565497	 -93.605815                                                                                                 
MN	2711A	State House District 11A	2852421185	60385205	    1101.326	      23.315	 46.603818	 -92.671044                                                                                                  
MN	2711B	State House District 11B	4194194978	63649261	    1619.388	      24.575	 46.083566	 -92.834965                                                                                                  
