id,name,sameAs,sameAsNote,validThrough,validFrom
ocd-division/country:au/state:tas/sldu:launceston,Launceston,,,,
ocd-division/country:au/state:tas/sldu:mcintyre,McIntyre,,,,
ocd-division/country:au/state:tas/sldu:mersey,Mersey,,,,
ocd-division/country:au/state:tas/sldu:montgomery,Montgomery,,,,
ocd-division/country:au/state:tas/sldu:murchison,Murchison,,,,
ocd-division/country:au/state:tas/sldu:nelson,Nelson,,,,
ocd-division/country:au/state:tas/sldu:pembroke,Pembroke,,,,
ocd-division/country:au/state:tas/sldu:prosser,Prosser,,,,
ocd-division/country:au/state:tas/sldu:rosevears,Rosevears,,,,
ocd-division/country:au/state:tas/sldu:rumney,Rumney,,,,
ocd-division/country:au/state:tas/sldu:windermere,Windermere,,,,
ocd-division/country:au/state:vic,Victoria,,,,
ocd-division/country:au/state:vic/federal_electorate:aston,Victoria - Federal House of Representatives Aston electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:ballarat,Victoria - Federal House of Representatives Ballarat electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:batman,Victoria - Federal House of Representatives Batman electorate,,,2018-07-12,
ocd-division/country:au/state:vic/federal_electorate:bendigo,Victoria - Federal House of Representatives Bendigo electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:bruce,Victoria - Federal House of Representatives Bruce electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:calwell,Victoria - Federal House of Representatives Calwell electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:casey,Victoria - Federal House of Representatives Casey electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:chisholm,Victoria - Federal House of Representatives Chisholm electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:cooper,Victoria - Federal House of Representatives Cooper electorate,,,,2018-07-13
ocd-division/country:au/state:vic/federal_electorate:corangamite,Victoria - Federal House of Representatives Corangamite electorate,,,2021-07-25,
ocd-division/country:au/state:vic/federal_electorate:corio,Victoria - Federal House of Representatives Corio electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:deakin,Victoria - Federal House of Representatives Deakin electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:dunkley,Victoria - Federal House of Representatives Dunkley electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:flinders,Victoria - Federal House of Representatives Flinders electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:fraser,Victoria - Federal House of Representatives Fraser electorate,,,,2018-07-13
ocd-division/country:au/state:vic/federal_electorate:gellibrand,Victoria - Federal House of Representatives Gellibrand electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:gippsland,Victoria - Federal House of Representatives Gippsland electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:goldstein,Victoria - Federal House of Representatives Goldstein electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:gorton,Victoria - Federal House of Representatives Gorton electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:hawke,Victoria - Federal House of Representatives Hawke electorate,,,,2021-07-26
ocd-division/country:au/state:vic/federal_electorate:higgins,Victoria - Federal House of Representatives Higgins electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:holt,Victoria - Federal House of Representatives Holt electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:hotham,Victoria - Federal House of Representatives Hotham electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:indi,Victoria - Federal House of Representatives Indi electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:isaacs,Victoria - Federal House of Representatives Isaacs electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:jagajaga,Victoria - Federal House of Representatives Jagajaga electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:kooyong,Victoria - Federal House of Representatives Kooyong electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:la_trobe,Victoria - Federal House of Representatives La Trobe electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:lalor,Victoria - Federal House of Representatives Lalor electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:macnamara,Victoria - Federal House of Representatives Macnamara electorate,,,,2018-07-13
ocd-division/country:au/state:vic/federal_electorate:mallee,Victoria - Federal House of Representatives Mallee electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:maribyrnong,Victoria - Federal House of Representatives Maribyrnong electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:mcewen,Victoria - Federal House of Representatives McEwen electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:mcmillan,Victoria - Federal House of Representatives McMillan electorate,,,2018-07-12,
ocd-division/country:au/state:vic/federal_electorate:melbourne,Victoria - Federal House of Representatives Melbourne electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:melbourne_ports,Victoria - Federal House of Representatives Melbourne Ports electorate,,,2018-07-12,
ocd-division/country:au/state:vic/federal_electorate:menzies,Victoria - Federal House of Representatives Menzies electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:monash,Victoria - Federal House of Representatives Monash electorate,,,,2018-07-13
ocd-division/country:au/state:vic/federal_electorate:murray,Victoria - Federal House of Representatives Murray electorate,,,2018-07-12,
ocd-division/country:au/state:vic/federal_electorate:nicholls,Victoria - Federal House of Representatives Nicholls electorate,,,,2018-07-13
ocd-division/country:au/state:vic/federal_electorate:scullin,Victoria - Federal House of Representatives Scullin electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:tucker,Victoria - Federal House of Representatives Tucker electorate,,,,2021-07-26
ocd-division/country:au/state:vic/federal_electorate:wannon,Victoria - Federal House of Representatives Wannon electorate,,,,
ocd-division/country:au/state:vic/federal_electorate:wills,Victoria - Federal House of Representatives Wills electorate,,,,
ocd-division/country:au/state:vic/sldl:albert_park,Albert Park,,,,
ocd-division/country:au/state:vic/sldl:ashwood,Ashwood,,,,
ocd-division/country:au/state:vic/sldl:bass,Bass,,,,
ocd-division/country:au/state:vic/sldl:bayswater,Bayswater,,,,
ocd-division/country:au/state:vic/sldl:bellarine,Bellarine,,,,
ocd-division/country:au/state:vic/sldl:benambra,Benambra,,,,
ocd-division/country:au/state:vic/sldl:bendigo_east,Bendigo East,,,,
ocd-division/country:au/state:vic/sldl:bendigo_west,Bendigo West,,,,
ocd-division/country:au/state:vic/sldl:bentleigh,Bentleigh,,,,
ocd-division/country:au/state:vic/sldl:berwick,Berwick,,,,
ocd-division/country:au/state:vic/sldl:box_hill,Box Hill,,,,
ocd-division/country:au/state:vic/sldl:brighton,Brighton,,,,
ocd-division/country:au/state:vic/sldl:broadmeadows,Broadmeadows,,,,
ocd-division/country:au/state:vic/sldl:brunswick,Brunswick,,,,
ocd-division/country:au/state:vic/sldl:bulleen,Bulleen,,,,
ocd-division/country:au/state:vic/sldl:bundoora,Bundoora,,,,
ocd-division/country:au/state:vic/sldl:carrum,Carrum,,,,
ocd-division/country:au/state:vic/sldl:caulfield,Caulfield,,,,
ocd-division/country:au/state:vic/sldl:clarinda,Clarinda,,,,
ocd-division/country:au/state:vic/sldl:cranbourne,Cranbourne,,,,
ocd-division/country:au/state:vic/sldl:croydon,Croydon,,,,
ocd-division/country:au/state:vic/sldl:dandenong,Dandenong,,,,
ocd-division/country:au/state:vic/sldl:eildon,Eildon,,,,
ocd-division/country:au/state:vic/sldl:eltham,Eltham,,,,
ocd-division/country:au/state:vic/sldl:essendon,Essendon,,,,
ocd-division/country:au/state:vic/sldl:eureka,Eureka,,,,
ocd-division/country:au/state:vic/sldl:euroa,Euroa,,,,
ocd-division/country:au/state:vic/sldl:evelyn,Evelyn,,,,
ocd-division/country:au/state:vic/sldl:footscray,Footscray,,,,
ocd-division/country:au/state:vic/sldl:frankston,Frankston,,,,
ocd-division/country:au/state:vic/sldl:geelong,Geelong,,,,
ocd-division/country:au/state:vic/sldl:gippsland_east,Gippsland East,,,,
ocd-division/country:au/state:vic/sldl:gippsland_south,Gippsland South,,,,
ocd-division/country:au/state:vic/sldl:glen_waverley,Glen Waverley,,,,
ocd-division/country:au/state:vic/sldl:greenvale,Greenvale,,,,
ocd-division/country:au/state:vic/sldl:hastings,Hastings,,,,
ocd-division/country:au/state:vic/sldl:hawthorn,Hawthorn,,,,
ocd-division/country:au/state:vic/sldl:ivanhoe,Ivanhoe,,,,
ocd-division/country:au/state:vic/sldl:kalkallo,Kalkallo,,,,
ocd-division/country:au/state:vic/sldl:kew,Kew,,,,
ocd-division/country:au/state:vic/sldl:kororoit,Kororoit,,,,
ocd-division/country:au/state:vic/sldl:lara,Lara,,,,
ocd-division/country:au/state:vic/sldl:laverton,Laverton,,,,
ocd-division/country:au/state:vic/sldl:lowan,Lowan,,,,
ocd-division/country:au/state:vic/sldl:macedon,Macedon,,,,
ocd-division/country:au/state:vic/sldl:malvern,Malvern,,,,
ocd-division/country:au/state:vic/sldl:melbourne,Melbourne,,,,
ocd-division/country:au/state:vic/sldl:melton,Melton,,,,
ocd-division/country:au/state:vic/sldl:mildura,Mildura,,,,
ocd-division/country:au/state:vic/sldl:mill_park,Mill Park,,,,
ocd-division/country:au/state:vic/sldl:monbulk,Monbulk,,,,
ocd-division/country:au/state:vic/sldl:mordialloc,Mordialloc,,,,
ocd-division/country:au/state:vic/sldl:mornington,Mornington,,,,
ocd-division/country:au/state:vic/sldl:morwell,Morwell,,,,
ocd-division/country:au/state:vic/sldl:mulgrave,Mulgrave,,,,
ocd-division/country:au/state:vic/sldl:murray_plains,Murray Plains,,,,
ocd-division/country:au/state:vic/sldl:narracan,Narracan,,,,
ocd-division/country:au/state:vic/sldl:narre_warren_north,Narre Warren North,,,,
ocd-division/country:au/state:vic/sldl:narre_warren_south,Narre Warren South,,,,
ocd-division/country:au/state:vic/sldl:nepean,Nepean,,,,
ocd-division/country:au/state:vic/sldl:niddrie,Niddrie,,,,
ocd-division/country:au/state:vic/sldl:northcote,Northcote,,,,
ocd-division/country:au/state:vic/sldl:oakleigh,Oakleigh,,,,
ocd-division/country:au/state:vic/sldl:ovens_valley,Ovens Valley,,,,
ocd-division/country:au/state:vic/sldl:pakenham,Pakenham,,,,
ocd-division/country:au/state:vic/sldl:pascoe_vale,Pascoe Vale,,,,
ocd-division/country:au/state:vic/sldl:point_cook,Point Cook,,,,
ocd-division/country:au/state:vic/sldl:polwarth,Polwarth,,,,
ocd-division/country:au/state:vic/sldl:prahran,Prahran,,,,
ocd-division/country:au/state:vic/sldl:preston,Preston,,,,
ocd-division/country:au/state:vic/sldl:richmond,Richmond,,,,
ocd-division/country:au/state:vic/sldl:ringwood,Ringwood,,,,
ocd-division/country:au/state:vic/sldl:ripon,Ripon,,,,
ocd-division/country:au/state:vic/sldl:rowville,Rowville,,,,
ocd-division/country:au/state:vic/sldl:sandringham,Sandringham,,,,
ocd-division/country:au/state:vic/sldl:shepparton,Shepparton,,,,
ocd-division/country:au/state:vic/sldl:south_barwon,South Barwon,,,,
ocd-division/country:au/state:vic/sldl:south-west_coast,South-West Coast,,,,
ocd-division/country:au/state:vic/sldl:st_albans,St Albans,,,,
ocd-division/country:au/state:vic/sldl:sunbury,Sunbury,,,,
ocd-division/country:au/state:vic/sldl:sydenham,Sydenham,,,,
ocd-division/country:au/state:vic/sldl:tarneit,Tarneit,,,,
ocd-division/country:au/state:vic/sldl:thomastown,Thomastown,,,,
ocd-division/country:au/state:vic/sldl:warrandyte,Warrandyte,,,,
ocd-division/country:au/state:vic/sldl:wendouree,Wendouree,,,,
ocd-division/country:au/state:vic/sldl:werribee,Werribee,,,,
ocd-division/country:au/state:vic/sldl:williamstown,Williamstown,,,,
ocd-division/country:au/state:vic/sldl:yan_yean,Yan Yean,,,,
ocd-division/country:au/state:vic/sldu:eastern_victoria,Eastern Victoria,,,,
ocd-division/country:au/state:vic/sldu:north-eastern_metropolitan,North - Eastern Metropolitan Region,,,,
ocd-division/country:au/state:vic/sldu:northern_metropolitan,Northern Metropolitan,,,,
ocd-division/country:au/state:vic/sldu:northern_victoria,Northern Victoria,,,,
ocd-division/country:au/state:vic/sldu:south-eastern_metropolitan,South Eastern Metropolitan,,,,
ocd-division/country:au/state:vic/sldu:southern_metropolitan,Southern Metropolitan,,,,
ocd-division/country:au/state:vic/sldu:western_metropolitan,Western Metropolitan,,,,
ocd-division/country:au/state:vic/sldu:western_victoria,Western Victoria,,,,
ocd-division/country:au/state:wa,Western Australia,,,,
ocd-division/country:au/state:wa/federal_electorate:brand,Western Australia - Federal House of Representatives Brand electorate,,,,
ocd-division/country:au/state:wa/federal_electorate:burt,Western Australia - Federal House of Representatives Burt electorate,,,,2016-01-28
ocd-division/country:au/state:wa/federal_electorate:canning,Western Australia - Federal House of Representatives Canning electorate,,,,
ocd-division/country:au/state:wa/federal_electorate:cowan,Western Australia - Federal House of Representatives Cowan electorate,,,,
ocd-division/country:au/state:wa/federal_electorate:curtin,Western Australia - Federal House of Representatives Curtin electorate,,,,
ocd-division/country:au/state:wa/federal_electorate:durack,Western Australia - Federal House of Representatives Durack electorate,,,,
ocd-division/country:au/state:wa/federal_electorate:forrest,Western Australia - Federal House of Representatives Forrest electorate,,,,
ocd-division/country:au/state:wa/federal_electorate:fremantle,Western Australia - Federal House of Representatives Fremantle electorate,,,,
ocd-division/country:au/state:wa/federal_electorate:hasluck,Western Australia - Federal House of Representatives Hasluck electorate,,,,
ocd-division/country:au/state:wa/federal_electorate:moore,Western Australia - Federal House of Representatives Moore electorate,,,,
ocd-division/country:au/state:wa/federal_electorate:o~connor,Western Australia - Federal House of Representatives O'Connor electorate,,,,
ocd-division/country:au/state:wa/federal_electorate:pearce,Western Australia - Federal House of Representatives Pearce electorate,,,,
ocd-division/country:au/state:wa/federal_electorate:perth,Western Australia - Federal House of Representatives Perth electorate,,,,
ocd-division/country:au/state:wa/federal_electorate:stirling,Western Australia - Federal House of Representatives Stirling electorate,,,2021-09-01,
ocd-division/country:au/state:wa/federal_electorate:swan,Western Australia - Federal House of Representatives Swan electorate,,,,
ocd-division/country:au/state:wa/federal_electorate:tangney,Western Australia - Federal House of Representatives Tangney electorate,,,,
ocd-division/country:au/state:wa/sldl:albany,Albany,,,,
ocd-division/country:au/state:wa/sldl:armadale,Armadale,,,,
ocd-division/country:au/state:wa/sldl:balcatta,Balcatta,,,,
ocd-division/country:au/state:wa/sldl:baldivis,Baldivis,,,,
ocd-division/country:au/state:wa/sldl:bassendean,Bassendean,,,,
ocd-division/country:au/state:wa/sldl:bateman,Bateman,,,,
ocd-division/country:au/state:wa/sldl:belmont,Belmont,,,,
ocd-division/country:au/state:wa/sldl:bibra_lake,Bibra Lake,,,,
ocd-division/country:au/state:wa/sldl:bicton,Bicton,,,,
ocd-division/country:au/state:wa/sldl:bunbury,Bunbury,,,,
ocd-division/country:au/state:wa/sldl:burns_beach,Burns Beach,ocd-division/country:au/state:wa/sldl:mindarie,Burns Beach renamed to Mindarie,,2025-03
ocd-division/country:au/state:wa/sldl:butler,Butler,,,,
ocd-division/country:au/state:wa/sldl:cannington,Cannington,,,,
ocd-division/country:au/state:wa/sldl:carine,Carine,,,,
ocd-division/country:au/state:wa/sldl:central_wheatbelt,Central Wheatbelt,,,,
ocd-division/country:au/state:wa/sldl:churchlands,Churchlands,,,,
ocd-division/country:au/state:wa/sldl:cockburn,Cockburn,,,,
ocd-division/country:au/state:wa/sldl:collie-preston,Collie-Preston,,,,
ocd-division/country:au/state:wa/sldl:cottesloe,Cottesloe,,,,
ocd-division/country:au/state:wa/sldl:darling_range,Darling Range,,,,
ocd-division/country:au/state:wa/sldl:dawesville,Dawesville,,,,
ocd-division/country:au/state:wa/sldl:forrestfield,Forrestfield,,,,
ocd-division/country:au/state:wa/sldl:fremantle,Fremantle,,,,
ocd-division/country:au/state:wa/sldl:geraldton,Geraldton,,,,
ocd-division/country:au/state:wa/sldl:girrawheen,Girrawheen,,,,
ocd-division/country:au/state:wa/sldl:hillarys,Hillarys,,,,
ocd-division/country:au/state:wa/sldl:jandakot,Jandakot,,,,
ocd-division/country:au/state:wa/sldl:joondalup,Joondalup,,,,
ocd-division/country:au/state:wa/sldl:kalamunda,Kalamunda,,,,
ocd-division/country:au/state:wa/sldl:kalgoorlie,Kalgoorlie,,,,
ocd-division/country:au/state:wa/sldl:kimberley,Kimberley,,,,
ocd-division/country:au/state:wa/sldl:kingsley,Kingsley,,,,
ocd-division/country:au/state:wa/sldl:kwinana,Kwinana,,,,
ocd-division/country:au/state:wa/sldl:landsdale,Landsdale,,,,
ocd-division/country:au/state:wa/sldl:mandurah,Mandurah,,,,
ocd-division/country:au/state:wa/sldl:maylands,Maylands,,,,
ocd-division/country:au/state:wa/sldl:mid_west,Mid-West,,,,2025-03
ocd-division/country:au/state:wa/sldl:midland,Midland,,,,
ocd-division/country:au/state:wa/sldl:mindarie,Mindarie,,,,
ocd-division/country:au/state:wa/sldl:mirrabooka,Mirrabooka,ocd-division/country:au/state:wa/sldl:girrawheen,Mirrabooka renamed to Girrawheen,,2025-03
ocd-division/country:au/state:wa/sldl:moore,Moore,,,2025-03,
ocd-division/country:au/state:wa/sldl:morley,Morley,,,,
ocd-division/country:au/state:wa/sldl:mount_lawley,Mount Lawley,,,,
ocd-division/country:au/state:wa/sldl:murray-wellington,Murray-Wellington,,,,
ocd-division/country:au/state:wa/sldl:nedlands,Nedlands,,,,
ocd-division/country:au/state:wa/sldl:north_west_central,North West Central,,,2025-03,
ocd-division/country:au/state:wa/sldl:oakford,Oakford,,,,2025-03
ocd-division/country:au/state:wa/sldl:perth,Perth,,,,
ocd-division/country:au/state:wa/sldl:pilbara,Pilbara,,,,
ocd-division/country:au/state:wa/sldl:riverton,Riverton,,,,
ocd-division/country:au/state:wa/sldl:rockingham,Rockingham,,,,
ocd-division/country:au/state:wa/sldl:roe,Roe,,,,
ocd-division/country:au/state:wa/sldl:scarborough,Scarborough,,,,
ocd-division/country:au/state:wa/sldl:secret_harbour,Secret Harbour,,,,
ocd-division/country:au/state:wa/sldl:south_perth,South Perth,,,,
ocd-division/country:au/state:wa/sldl:southern_river,Southern River,,,,
ocd-division/country:au/state:wa/sldl:swan_hills,Swan Hills,,,,
ocd-division/country:au/state:wa/sldl:thornlie,Thornlie,,,,
ocd-division/country:au/state:wa/sldl:vasse,Vasse,,,,
ocd-division/country:au/state:wa/sldl:victoria_park,Victoria Park,,,,
ocd-division/country:au/state:wa/sldl:wanneroo,Wanneroo,,,,
ocd-division/country:au/state:wa/sldl:warnbro,Warnbro,ocd-division/country:au/state:wa/sldl:secret_harbour,Warnbro renamed to Secret Harbour,,2025-03
ocd-division/country:au/state:wa/sldl:warren-blackwood,Warren-Blackwood,,,,
ocd-division/country:au/state:wa/sldl:west_swan,West Swan,,,,
ocd-division/country:au/state:wa/sldl:willagee,Willagee,ocd-division/country:au/state:wa/sldl:bibra_lake,Willagee renamed to Bibra Lake,,2025-03
ocd-division/country:au/state:wa/sldu:agricultural,Agricultural Region,,,2025-03,
ocd-division/country:au/state:wa/sldu:east_metropolitan,East Metropolitan Region,,,2025-03,
ocd-division/country:au/state:wa/sldu:mining_pastoral,Mining and Pastoral Region,,,2025-03,
ocd-division/country:au/state:wa/sldu:north_metropolitan,North Metropolitan Region,,,2025-03,
ocd-division/country:au/state:wa/sldu:south_metropolitan,South Metropolitan Region,,,2025-03,
ocd-division/country:au/state:wa/sldu:south_west,South West Region,,,2025-03,
ocd-division/country:au/territory:act,Australian Capital Territory,,,,
ocd-division/country:au/territory:act/federal_electorate:bean,Australian Capital Territory - Federal House of Representatives Bean electorate,,,,2018-07-13
ocd-division/country:au/territory:act/federal_electorate:canberra,Australian Capital Territory - Federal House of Representatives Canberra electorate,,,,
ocd-division/country:au/territory:act/federal_electorate:fenner,Australian Capital Territory - Federal House of Representatives Fenner electorate,,,,2016-01-28
ocd-division/country:au/territory:act/federal_electorate:fraser,Australian Capital Territory and Jarvis Bay Territory - Federal House of Representatives Fraser electorate,,,2016-01-27,
ocd-division/country:au/territory:act/sldl:brindabella,Brindabella,,,,
ocd-division/country:au/territory:act/sldl:ginninderra,Ginninderra,,,,
ocd-division/country:au/territory:act/sldl:kurrajong,Kurrajong,,,,
ocd-division/country:au/territory:act/sldl:murrumbidgee,Murrumbidgee,,,,
ocd-division/country:au/territory:act/sldl:yerrabi,Yerrabi,,,,
ocd-division/country:au/territory:jbt,Jervis Bay Territory,,,,
ocd-division/country:au/territory:nt,Northern Territory,,,,
ocd-division/country:au/territory:nt/federal_electorate:lingiari,Northern Territory - Federal House of Representatives Lingiari electorate,,,,
ocd-division/country:au/territory:nt/federal_electorate:solomon,Northern Territory - Federal House of Representatives Solomon electorate,,,,
ocd-division/country:au/territory:nt/sldl:arafura,Arafura,,,,
ocd-division/country:au/territory:nt/sldl:araluen,Araluen,,,,
ocd-division/country:au/territory:nt/sldl:arnhem,Arnhem,,,,
ocd-division/country:au/territory:nt/sldl:barkly,Barkly,,,,
ocd-division/country:au/territory:nt/sldl:blain,Blain,,,,
ocd-division/country:au/territory:nt/sldl:braitling,Braitling,,,,
ocd-division/country:au/territory:nt/sldl:brennan,Brennan,,,,
ocd-division/country:au/territory:nt/sldl:casuarina,Casuarina,,,,
ocd-division/country:au/territory:nt/sldl:daly,Daly,,,,
ocd-division/country:au/territory:nt/sldl:drysdale,Drysdale,,,,
ocd-division/country:au/territory:nt/sldl:fannie_bay,Fannie Bay,,,,
ocd-division/country:au/territory:nt/sldl:fong_lim,Fong Lim,,,,
ocd-division/country:au/territory:nt/sldl:goyder,Goyder,,,,
ocd-division/country:au/territory:nt/sldl:gwoja,Gwoja,,,,
ocd-division/country:au/territory:nt/sldl:johnston,Johnston,,,,
ocd-division/country:au/territory:nt/sldl:karama,Karama,,,,
ocd-division/country:au/territory:nt/sldl:katherine,Katherine,,,,
ocd-division/country:au/territory:nt/sldl:mulka,Mulka,,,,
ocd-division/country:au/territory:nt/sldl:namatjira,Namatjira,,,,
ocd-division/country:au/territory:nt/sldl:nelson,Nelson,,,,
ocd-division/country:au/territory:nt/sldl:nightcliff,Nightcliff,,,,
ocd-division/country:au/territory:nt/sldl:port_darwin,Port Darwin,,,,
ocd-division/country:au/territory:nt/sldl:sanderson,Sanderson,,,,
ocd-division/country:au/territory:nt/sldl:spillett,Spillett,,,,
ocd-division/country:au/territory:nt/sldl:wanguri,Wanguri,,,,
